PlotTag,Species4,SppCommon,DBHClass,DBHmid,StemCount,TotalSaplings,TotalSeedlings,SapAreaha,Species2,Year,TreeStatus,PlotGrid,UTM.Easting,UTM.Northing,"Transect No.",PlotRadiusm,PlotAreaha,Elevationm,Aspectdeg,Slopeper,FirstMeasured,SecondMeasured,ThirdMeasured,Time9505yr,Time0515yr,ElevB,foresttype
p096,FAGR,beech,2to4cm,3,0,5,0,0.0024,AB,1995,1,Core,279000,4867900,790,12.62,0.05,580,42,14.2914685386788,1995,2005,2015,10,10,L,NH.high
p096,ABBA,"balsam fir",2to4cm,3,0,0,1,0.0024,BF,1995,1,Core,279000,4867900,790,12.62,0.05,580,42,14.2914685386788,1995,2005,2015,10,10,L,NH.high
p096,PIRU,"red spruce",2to4cm,3,0,0,1,0.0024,RS,1995,1,Core,279000,4867900,790,12.62,0.05,580,42,14.2914685386788,1995,2005,2015,10,10,L,NH.high
p096,ACPE,"striped maple",2to4cm,3,1,3,2,0.0024,STM,1995,1,Core,279000,4867900,790,12.62,0.05,580,42,14.2914685386788,1995,2005,2015,10,10,L,NH.high
p097,FAGR,beech,2to4cm,3,2,3,2,0.0024,AB,1995,1,Core,279000,4867800,790,12.62,0.05,630,30,26.1723366565788,1995,2005,2015,10,10,M,NH.high
p097,ABBA,"balsam fir",2to4cm,3,0,0,1,0.0024,BF,1995,1,Core,279000,4867800,790,12.62,0.05,630,30,26.1723366565788,1995,2005,2015,10,10,M,NH.high
p097,ACSP,"mountain maple",2to4cm,3,0,0,3,0.0024,MM,1995,1,Core,279000,4867800,790,12.62,0.05,630,30,26.1723366565788,1995,2005,2015,10,10,M,NH.high
p097,PIRU,"red spruce",2to4cm,3,1,2,0,0.0024,RS,1995,1,Core,279000,4867800,790,12.62,0.05,630,30,26.1723366565788,1995,2005,2015,10,10,M,NH.high
p097,ACSA,"sugar maple",2to4cm,3,0,1,0,0.0024,SM,1995,1,Core,279000,4867800,790,12.62,0.05,630,30,26.1723366565788,1995,2005,2015,10,10,M,NH.high
p097,ACPE,"striped maple",2to4cm,3,0,1,1,0.0024,STM,1995,1,Core,279000,4867800,790,12.62,0.05,630,30,26.1723366565788,1995,2005,2015,10,10,M,NH.high
p097,BEAL,"yellow birch",2to4cm,3,1,2,3,0.0024,YB,1995,1,Core,279000,4867800,790,12.62,0.05,630,30,26.1723366565788,1995,2005,2015,10,10,M,NH.high
p098,ABBA,"balsam fir",2to4cm,3,0,0,1,0.0024,BF,1995,1,Core,279000,4867600,790,12.62,0.05,680,355,17.4328113212426,1995,2005,2015,10,10,M,NH.high
p098,SOAM,"mountain ash",2to4cm,3,0,0,2,0.0024,MA,1995,1,Core,279000,4867600,790,12.62,0.05,680,355,17.4328113212426,1995,2005,2015,10,10,M,NH.high
p098,ACSP,"mountain maple",2to4cm,3,0,0,4,0.0024,MM,1995,1,Core,279000,4867600,790,12.62,0.05,680,355,17.4328113212426,1995,2005,2015,10,10,M,NH.high
p098,ACRU,"red maple",2to4cm,3,0,0,1,0.0024,RM,1995,1,Core,279000,4867600,790,12.62,0.05,680,355,17.4328113212426,1995,2005,2015,10,10,M,NH.high
p098,PIRU,"red spruce",2to4cm,3,0,1,3,0.0024,RS,1995,1,Core,279000,4867600,790,12.62,0.05,680,355,17.4328113212426,1995,2005,2015,10,10,M,NH.high
p098,BEAL,"yellow birch",2to4cm,3,0,1,1,0.0024,YB,1995,1,Core,279000,4867600,790,12.62,0.05,680,355,17.4328113212426,1995,2005,2015,10,10,M,NH.high
p099,ACSP,"mountain maple",2to4cm,3,0,0,2,0.0024,MM,1995,1,Core,279000,4867500,790,12.62,0.05,682,340,28.6745385758807,1995,2005,2015,10,10,M,NH.high
p099,PIRU,"red spruce",2to4cm,3,0,3,2,0.0024,RS,1995,1,Core,279000,4867500,790,12.62,0.05,682,340,28.6745385758807,1995,2005,2015,10,10,M,NH.high
p099,ACPE,"striped maple",2to4cm,3,0,2,11,0.0024,STM,1995,1,Core,279000,4867500,790,12.62,0.05,682,340,28.6745385758807,1995,2005,2015,10,10,M,NH.high
p100,ABBA,"balsam fir",2to4cm,3,2,7,0,0.0024,BF,1995,1,Core,279000,4867300,790,12.62,0.05,750,2,46.2653325005783,1995,2005,2015,10,10,H,SF.firbirch
p100,PIRU,"red spruce",2to4cm,3,1,4,0,0.0024,RS,1995,1,Core,279000,4867300,790,12.62,0.05,750,2,46.2653325005783,1995,2005,2015,10,10,H,SF.firbirch
p101,ABBA,"balsam fir",2to4cm,3,2,11,0,0.0024,BF,1995,1,Core,279000,4867200,790,12.62,0.05,787,280,7.6750735753301,1995,2005,2015,10,10,H,SF.spruce
p101,SOAM,"mountain ash",2to4cm,3,0,1,0,0.0024,MA,1995,1,Core,279000,4867200,790,12.62,0.05,787,280,7.6750735753301,1995,2005,2015,10,10,H,SF.spruce
p101,PIRU,"red spruce",2to4cm,3,0,7,2,0.0024,RS,1995,1,Core,279000,4867200,790,12.62,0.05,787,280,7.6750735753301,1995,2005,2015,10,10,H,SF.spruce
p102,ABBA,"balsam fir",2to4cm,3,3,7,0,0.0024,BF,1995,1,Core,279000,4867000,790,12.62,0.05,790,344,11.1775258389733,1995,2005,2015,10,10,H,SF.firbirch
p102,SOAM,"mountain ash",2to4cm,3,0,0,1,0.0024,MA,1995,1,Core,279000,4867000,790,12.62,0.05,790,344,11.1775258389733,1995,2005,2015,10,10,H,SF.firbirch
p102,PIRU,"red spruce",2to4cm,3,0,1,1,0.0024,RS,1995,1,Core,279000,4867000,790,12.62,0.05,790,344,11.1775258389733,1995,2005,2015,10,10,H,SF.firbirch
p103,ABBA,"balsam fir",2to4cm,3,1,4,1,0.0024,BF,1995,1,Core,279000,4866900,790,12.62,0.05,810,335,20.1433567394026,1995,2005,2015,10,10,H,SF.firbirch
p103,SOAM,"mountain ash",2to4cm,3,0,16,1,0.0024,MA,1995,1,Core,279000,4866900,790,12.62,0.05,810,335,20.1433567394026,1995,2005,2015,10,10,H,SF.firbirch
p103,BEPA,"paper birch",2to4cm,3,0,1,0,0.0024,PB,1995,1,Core,279000,4866900,790,12.62,0.05,810,335,20.1433567394026,1995,2005,2015,10,10,H,SF.firbirch
p103,PIRU,"red spruce",2to4cm,3,1,4,1,0.0024,RS,1995,1,Core,279000,4866900,790,12.62,0.05,810,335,20.1433567394026,1995,2005,2015,10,10,H,SF.firbirch
p104,ABBA,"balsam fir",2to4cm,3,1,5,26,0.0024,BF,1995,1,Core,279000,4866700,790,12.62,0.05,845,60,18.8349480256734,1995,2005,2015,10,10,H,SF.spruce
p104,PIRU,"red spruce",2to4cm,3,1,9,7,0.0024,RS,1995,1,Core,279000,4866700,790,12.62,0.05,845,60,18.8349480256734,1995,2005,2015,10,10,H,SF.spruce
p105,ABBA,"balsam fir",2to4cm,3,3,15,2,0.0024,BF,1995,1,Core,279000,4866600,790,12.62,0.05,818,150,33.7833023038321,1995,2005,2015,10,10,H,SF.spruce
p105,PIRU,"red spruce",2to4cm,3,4,8,1,0.0024,RS,1995,1,Core,279000,4866600,790,12.62,0.05,818,150,33.7833023038321,1995,2005,2015,10,10,H,SF.spruce
p106,ABBA,"balsam fir",2to4cm,3,7,22,4,0.0024,BF,1995,1,Core,279000,4866400,790,12.62,0.05,830,3,20.2846513264067,1995,2005,2015,10,10,H,SF.firbirch
p106,SOAM,"mountain ash",2to4cm,3,0,1,0,0.0024,MA,1995,1,Core,279000,4866400,790,12.62,0.05,830,3,20.2846513264067,1995,2005,2015,10,10,H,SF.firbirch
p106,PIRU,"red spruce",2to4cm,3,0,0,9,0.0024,RS,1995,1,Core,279000,4866400,790,12.62,0.05,830,3,20.2846513264067,1995,2005,2015,10,10,H,SF.firbirch
p107,ABBA,"balsam fir",2to4cm,3,3,6,92,0.0024,BF,1995,1,Core,279000,4866300,790,12.62,0.05,855,344,22.0270893883961,1995,2005,2015,10,10,H,SF.firbirch
p107,SOAM,"mountain ash",2to4cm,3,0,0,10,0.0024,MA,1995,1,Core,279000,4866300,790,12.62,0.05,855,344,22.0270893883961,1995,2005,2015,10,10,H,SF.firbirch
p107,ACSP,"mountain maple",2to4cm,3,0,0,1,0.0024,MM,1995,1,Core,279000,4866300,790,12.62,0.05,855,344,22.0270893883961,1995,2005,2015,10,10,H,SF.firbirch
p107,BEPA,"paper birch",2to4cm,3,0,2,0,0.0024,PB,1995,1,Core,279000,4866300,790,12.62,0.05,855,344,22.0270893883961,1995,2005,2015,10,10,H,SF.firbirch
p107,PIRU,"red spruce",2to4cm,3,0,2,6,0.0024,RS,1995,1,Core,279000,4866300,790,12.62,0.05,855,344,22.0270893883961,1995,2005,2015,10,10,H,SF.firbirch
p108,ABBA,"balsam fir",2to4cm,3,1,9,23,0.0024,BF,1995,1,Core,278500,4866600,785,10,0.0314,890,280,11.6883236758152,1995,2005,2015,10,10,H,SF.firbirch
p108,SOAM,"mountain ash",2to4cm,3,0,0,2,0.0024,MA,1995,1,Core,278500,4866600,785,10,0.0314,890,280,11.6883236758152,1995,2005,2015,10,10,H,SF.firbirch
p108,PIRU,"red spruce",2to4cm,3,2,2,14,0.0024,RS,1995,1,Core,278500,4866600,785,10,0.0314,890,280,11.6883236758152,1995,2005,2015,10,10,H,SF.firbirch
p109,ABBA,"balsam fir",2to4cm,3,9,34,21,0.0024,BF,1995,1,Core,278500,4866700,785,10,0.0314,880,325,14.6478431527409,1995,2005,2015,10,10,H,SF.firbirch
p109,SOAM,"mountain ash",2to4cm,3,1,4,2,0.0024,MA,1995,1,Core,278500,4866700,785,10,0.0314,880,325,14.6478431527409,1995,2005,2015,10,10,H,SF.firbirch
p109,BEPA,"paper birch",2to4cm,3,0,1,0,0.0024,PB,1995,1,Core,278500,4866700,785,10,0.0314,880,325,14.6478431527409,1995,2005,2015,10,10,H,SF.firbirch
p109,PIRU,"red spruce",2to4cm,3,7,11,8,0.0024,RS,1995,1,Core,278500,4866700,785,10,0.0314,880,325,14.6478431527409,1995,2005,2015,10,10,H,SF.firbirch
p110,ABBA,"balsam fir",2to4cm,3,1,11,17,0.0024,BF,1995,1,Core,278500,4866900,785,12.62,0.05,810,25,26.6390933399297,1995,2005,2015,10,10,H,SF.firbirch
p110,PIRU,"red spruce",2to4cm,3,1,5,2,0.0024,RS,1995,1,Core,278500,4866900,785,12.62,0.05,810,25,26.6390933399297,1995,2005,2015,10,10,H,SF.firbirch
p110,ACSA,"sugar maple",2to4cm,3,0,0,2,0.0024,SM,1995,1,Core,278500,4866900,785,12.62,0.05,810,25,26.6390933399297,1995,2005,2015,10,10,H,SF.firbirch
p110,BEAL,"yellow birch",2to4cm,3,0,1,0,0.0024,YB,1995,1,Core,278500,4866900,785,12.62,0.05,810,25,26.6390933399297,1995,2005,2015,10,10,H,SF.firbirch
p111,ABBA,"balsam fir",2to4cm,3,3,4,1,0.0024,BF,1995,1,Core,278500,4867000,785,12.62,0.05,850,336,26.1723366565788,1995,2005,2015,10,10,H,SF.firbirch
p111,BEPA,"paper birch",2to4cm,3,0,1,0,0.0024,PB,1995,1,Core,278500,4867000,785,12.62,0.05,850,336,26.1723366565788,1995,2005,2015,10,10,H,SF.firbirch
p111,PIRU,"red spruce",2to4cm,3,1,5,13,0.0024,RS,1995,1,Core,278500,4867000,785,12.62,0.05,850,336,26.1723366565788,1995,2005,2015,10,10,H,SF.firbirch
p112,ABBA,"balsam fir",2to4cm,3,0,1,0,0.0024,BF,1995,1,Core,278500,4867200,785,12.62,0.05,790,355,30.0965839132728,1995,2005,2015,10,10,H,NH.high
p112,ACSP,"mountain maple",2to4cm,3,0,0,2,0.0024,MM,1995,1,Core,278500,4867200,785,12.62,0.05,790,355,30.0965839132728,1995,2005,2015,10,10,H,NH.high
p112,PIRU,"red spruce",2to4cm,3,2,2,1,0.0024,RS,1995,1,Core,278500,4867200,785,12.62,0.05,790,355,30.0965839132728,1995,2005,2015,10,10,H,NH.high
p112,ACPE,"striped maple",2to4cm,3,1,7,2,0.0024,STM,1995,1,Core,278500,4867200,785,12.62,0.05,790,355,30.0965839132728,1995,2005,2015,10,10,H,NH.high
p113,ACSP,"mountain maple",2to4cm,3,1,2,1,0.0024,MM,1995,1,Core,278500,4867300,785,12.62,0.05,750,25,22.1186075708643,1995,2005,2015,10,10,H,NH.high
p113,ACPE,"striped maple",2to4cm,3,1,3,8,0.0024,STM,1995,1,Core,278500,4867300,785,12.62,0.05,750,25,22.1186075708643,1995,2005,2015,10,10,H,NH.high
p114,FAGR,beech,2to4cm,3,2,4,1,0.0024,AB,1995,1,Core,278500,4867500,785,12.62,0.05,700,12,26.3589103487567,1995,2005,2015,10,10,M,NH.high
p114,PIRU,"red spruce",2to4cm,3,0,1,3,0.0024,RS,1995,1,Core,278500,4867500,785,12.62,0.05,700,12,26.3589103487567,1995,2005,2015,10,10,M,NH.high
p114,ACSA,"sugar maple",2to4cm,3,0,1,0,0.0024,SM,1995,1,Core,278500,4867500,785,12.62,0.05,700,12,26.3589103487567,1995,2005,2015,10,10,M,NH.high
p114,ACPE,"striped maple",2to4cm,3,1,2,4,0.0024,STM,1995,1,Core,278500,4867500,785,12.62,0.05,700,12,26.3589103487567,1995,2005,2015,10,10,M,NH.high
p115,FAGR,beech,2to4cm,3,2,5,3,0.0024,AB,1995,1,Core,278500,4867600,785,12.62,0.05,680,0,30.573068145866,1995,2005,2015,10,10,M,NH.wood
p115,FRAM,"white ash",2to4cm,3,0,0,1,0.0024,WA,1995,1,Core,278500,4867600,785,12.62,0.05,680,0,30.573068145866,1995,2005,2015,10,10,M,NH.wood
p116,FAGR,beech,2to4cm,3,0,1,0,0.0024,AB,1995,1,Core,278500,4867800,785,12.62,0.05,595,0,17.6326980708464,1995,2005,2015,10,10,L,NH.wood
p116,ACSP,"mountain maple",2to4cm,3,0,8,1,0.0024,MM,1995,1,Core,278500,4867800,785,12.62,0.05,595,0,17.6326980708464,1995,2005,2015,10,10,L,NH.wood
p116,ACSA,"sugar maple",2to4cm,3,0,1,0,0.0024,SM,1995,1,Core,278500,4867800,785,12.62,0.05,595,0,17.6326980708464,1995,2005,2015,10,10,L,NH.wood
p116,ACPE,"striped maple",2to4cm,3,0,0,1,0.0024,STM,1995,1,Core,278500,4867800,785,12.62,0.05,595,0,17.6326980708464,1995,2005,2015,10,10,L,NH.wood
p117,FAGR,beech,2to4cm,3,1,4,1,0.0024,AB,1995,1,Core,278500,4867900,785,12.62,0.05,580,0,19.4380309137718,1995,2005,2015,10,10,L,NH.hemlock
p117,TSCA,hemlock,2to4cm,3,0,0,2,0.0024,EH,1995,1,Core,278500,4867900,785,12.62,0.05,580,0,19.4380309137718,1995,2005,2015,10,10,L,NH.hemlock
p117,ACSP,"mountain maple",2to4cm,3,0,0,2,0.0024,MM,1995,1,Core,278500,4867900,785,12.62,0.05,580,0,19.4380309137718,1995,2005,2015,10,10,L,NH.hemlock
p117,PIRU,"red spruce",2to4cm,3,0,3,0,0.0024,RS,1995,1,Core,278500,4867900,785,12.62,0.05,580,0,19.4380309137718,1995,2005,2015,10,10,L,NH.hemlock
p117,ACSA,"sugar maple",2to4cm,3,0,0,1,0.0024,SM,1995,1,Core,278500,4867900,785,12.62,0.05,580,0,19.4380309137718,1995,2005,2015,10,10,L,NH.hemlock
p117,ACPE,"striped maple",2to4cm,3,0,0,1,0.0024,STM,1995,1,Core,278500,4867900,785,12.62,0.05,580,0,19.4380309137718,1995,2005,2015,10,10,L,NH.hemlock
p118,FAGR,beech,2to4cm,3,0,3,1,0.0024,AB,1995,1,Core,278500,4868100,785,12.62,0.05,540,40,13.8563812697661,1995,2005,2015,10,10,L,NH.wood
p118,ACSP,"mountain maple",2to4cm,3,0,0,1,0.0024,MM,1995,1,Core,278500,4868100,785,12.62,0.05,540,40,13.8563812697661,1995,2005,2015,10,10,L,NH.wood
p118,ACSA,"sugar maple",2to4cm,3,0,4,5,0.0024,SM,1995,1,Core,278500,4868100,785,12.62,0.05,540,40,13.8563812697661,1995,2005,2015,10,10,L,NH.wood
p118,ACPE,"striped maple",2to4cm,3,0,0,8,0.0024,STM,1995,1,Core,278500,4868100,785,12.62,0.05,540,40,13.8563812697661,1995,2005,2015,10,10,L,NH.wood
p119,FAGR,beech,2to4cm,3,1,3,2,0.0024,AB,1995,1,Core,278500,4868200,785,12.62,0.05,520,46,20.1635369371541,1995,2005,2015,10,10,L,NH.wood
p119,ACSA,"sugar maple",2to4cm,3,0,1,0,0.0024,SM,1995,1,Core,278500,4868200,785,12.62,0.05,520,46,20.1635369371541,1995,2005,2015,10,10,L,NH.wood
p119,ACPE,"striped maple",2to4cm,3,0,2,0,0.0024,STM,1995,1,Core,278500,4868200,785,12.62,0.05,520,46,20.1635369371541,1995,2005,2015,10,10,L,NH.wood
p120,ACSP,"mountain maple",2to4cm,3,1,5,7,0.0024,MM,1995,1,Core,278000,4868400,780,12.62,0.05,520,4,36.3092019559508,1995,2005,2015,10,10,L,NH.high
p120,BEPA,"paper birch",2to4cm,3,0,1,0,0.0024,PB,1995,1,Core,278000,4868400,780,12.62,0.05,520,4,36.3092019559508,1995,2005,2015,10,10,L,NH.high
p120,PIRU,"red spruce",2to4cm,3,0,1,0,0.0024,RS,1995,1,Core,278000,4868400,780,12.62,0.05,520,4,36.3092019559508,1995,2005,2015,10,10,L,NH.high
p120,BEAL,"yellow birch",2to4cm,3,0,1,0,0.0024,YB,1995,1,Core,278000,4868400,780,12.62,0.05,520,4,36.3092019559508,1995,2005,2015,10,10,L,NH.high
p121,ABBA,"balsam fir",2to4cm,3,0,0,2,0.0024,BF,1995,1,Core,278000,4868500,780,12.62,0.05,510,4,5.88271372882315,1995,2005,2015,10,10,L,NH.wood
p121,ACSP,"mountain maple",2to4cm,3,0,3,0,0.0024,MM,1995,1,Core,278000,4868500,780,12.62,0.05,510,4,5.88271372882315,1995,2005,2015,10,10,L,NH.wood
p121,BEPA,"paper birch",2to4cm,3,0,6,0,0.0024,PB,1995,1,Core,278000,4868500,780,12.62,0.05,510,4,5.88271372882315,1995,2005,2015,10,10,L,NH.wood
p121,PIRU,"red spruce",2to4cm,3,0,1,0,0.0024,RS,1995,1,Core,278000,4868500,780,12.62,0.05,510,4,5.88271372882315,1995,2005,2015,10,10,L,NH.wood
p121,BEAL,"yellow birch",2to4cm,3,0,2,0,0.0024,YB,1995,1,Core,278000,4868500,780,12.62,0.05,510,4,5.88271372882315,1995,2005,2015,10,10,L,NH.wood
p122,ABBA,"balsam fir",2to4cm,3,0,2,6,0.0024,BF,1995,1,Core,278000,4868700,780,12.62,0.05,530,225,16.7342609081419,1995,2005,2015,10,10,L,NH.high
p122,PIRU,"red spruce",2to4cm,3,2,7,6,0.0024,RS,1995,1,Core,278000,4868700,780,12.62,0.05,530,225,16.7342609081419,1995,2005,2015,10,10,L,NH.high
p122,ACPE,"striped maple",2to4cm,3,0,2,0,0.0024,STM,1995,1,Core,278000,4868700,780,12.62,0.05,530,225,16.7342609081419,1995,2005,2015,10,10,L,NH.high
p123,ACSP,"mountain maple",2to4cm,3,0,1,2,0.0024,MM,1995,1,Core,278000,4868800,780,12.62,0.05,570,193,23.4957107418629,1995,2005,2015,10,10,L,NH.high
p123,PIRU,"red spruce",2to4cm,3,1,3,2,0.0024,RS,1995,1,Core,278000,4868800,780,12.62,0.05,570,193,23.4957107418629,1995,2005,2015,10,10,L,NH.high
p123,ACSA,"sugar maple",2to4cm,3,0,1,0,0.0024,SM,1995,1,Core,278000,4868800,780,12.62,0.05,570,193,23.4957107418629,1995,2005,2015,10,10,L,NH.high
p123,ACPE,"striped maple",2to4cm,3,1,1,1,0.0024,STM,1995,1,Core,278000,4868800,780,12.62,0.05,570,193,23.4957107418629,1995,2005,2015,10,10,L,NH.high
p124,FAGR,beech,2to4cm,3,2,8,6,0.0024,AB,1995,1,Core,278000,4869000,780,12.62,0.05,570,224,24.3979182337487,1995,2005,2015,10,10,L,NH.wood
p124,ACSA,"sugar maple",2to4cm,3,0,1,1,0.0024,SM,1995,1,Core,278000,4869000,780,12.62,0.05,570,224,24.3979182337487,1995,2005,2015,10,10,L,NH.wood
p125,FAGR,beech,2to4cm,3,0,1,2,0.0024,AB,1995,1,Core,278000,4869100,780,12.62,0.05,620,94,14.5488140247726,1995,2005,2015,10,10,L,NH.high
p125,ABBA,"balsam fir",2to4cm,3,0,0,2,0.0024,BF,1995,1,Core,278000,4869100,780,12.62,0.05,620,94,14.5488140247726,1995,2005,2015,10,10,L,NH.high
p125,SOAM,"mountain ash",2to4cm,3,0,0,1,0.0024,MA,1995,1,Core,278000,4869100,780,12.62,0.05,620,94,14.5488140247726,1995,2005,2015,10,10,L,NH.high
p125,PIRU,"red spruce",2to4cm,3,2,2,3,0.0024,RS,1995,1,Core,278000,4869100,780,12.62,0.05,620,94,14.5488140247726,1995,2005,2015,10,10,L,NH.high
p125,ACSA,"sugar maple",2to4cm,3,0,1,1,0.0024,SM,1995,1,Core,278000,4869100,780,12.62,0.05,620,94,14.5488140247726,1995,2005,2015,10,10,L,NH.high
p125,ACPE,"striped maple",2to4cm,3,0,5,6,0.0024,STM,1995,1,Core,278000,4869100,780,12.62,0.05,620,94,14.5488140247726,1995,2005,2015,10,10,L,NH.high
p125,BEAL,"yellow birch",2to4cm,3,0,2,0,0.0024,YB,1995,1,Core,278000,4869100,780,12.62,0.05,620,94,14.5488140247726,1995,2005,2015,10,10,L,NH.high
p126,ABBA,"balsam fir",2to4cm,3,0,0,2,0.0024,BF,1995,1,Core,278000,4869300,780,12.62,0.05,590,2,2.75443798258504,1995,2005,2015,10,10,L,SF.spruce
p126,ACRU,"red maple",2to4cm,3,0,0,1,0.0024,RM,1995,1,Core,278000,4869300,780,12.62,0.05,590,2,2.75443798258504,1995,2005,2015,10,10,L,SF.spruce
p126,PIRU,"red spruce",2to4cm,3,1,2,3,0.0024,RS,1995,1,Core,278000,4869300,780,12.62,0.05,590,2,2.75443798258504,1995,2005,2015,10,10,L,SF.spruce
p126,ACPE,"striped maple",2to4cm,3,0,0,4,0.0024,STM,1995,1,Core,278000,4869300,780,12.62,0.05,590,2,2.75443798258504,1995,2005,2015,10,10,L,SF.spruce
p127,SOAM,"mountain ash",2to4cm,3,0,0,1,0.0024,MA,1995,1,Core,278000,4869400,780,12.62,0.05,575,244,4.73531614109023,1995,2005,2015,10,10,L,SF.spruce
p127,PIRU,"red spruce",2to4cm,3,0,0,2,0.0024,RS,1995,1,Core,278000,4869400,780,12.62,0.05,575,244,4.73531614109023,1995,2005,2015,10,10,L,SF.spruce
p128,ABBA,"balsam fir",2to4cm,3,0,2,12,0.0024,BF,1995,1,Core,278000,4869600,780,12.62,0.05,580,NA,2.18200776221494,1995,2005,2015,10,10,L,SF.spruce
p128,BEPA,"paper birch",2to4cm,3,0,1,0,0.0024,PB,1995,1,Core,278000,4869600,780,12.62,0.05,580,NA,2.18200776221494,1995,2005,2015,10,10,L,SF.spruce
p128,ACRU,"red maple",2to4cm,3,0,1,0,0.0024,RM,1995,1,Core,278000,4869600,780,12.62,0.05,580,NA,2.18200776221494,1995,2005,2015,10,10,L,SF.spruce
p128,PIRU,"red spruce",2to4cm,3,0,1,12,0.0024,RS,1995,1,Core,278000,4869600,780,12.62,0.05,580,NA,2.18200776221494,1995,2005,2015,10,10,L,SF.spruce
p128,UNKN,unknown,2to4cm,3,0,0,2,0.0024,UK,1995,1,Core,278000,4869600,780,12.62,0.05,580,NA,2.18200776221494,1995,2005,2015,10,10,L,SF.spruce
p128,BEAL,"yellow birch",2to4cm,3,2,5,3,0.0024,YB,1995,1,Core,278000,4869600,780,12.62,0.05,580,NA,2.18200776221494,1995,2005,2015,10,10,L,SF.spruce
p129,FAGR,beech,2to4cm,3,0,0,1,0.0024,AB,1995,1,Core,278000,4869700,780,12.62,0.05,605,182,11.8652772940821,1995,2005,2015,10,10,L,NH.high
p129,ABBA,"balsam fir",2to4cm,3,0,0,1,0.0024,BF,1995,1,Core,278000,4869700,780,12.62,0.05,605,182,11.8652772940821,1995,2005,2015,10,10,L,NH.high
p129,PIRU,"red spruce",2to4cm,3,0,0,1,0.0024,RS,1995,1,Core,278000,4869700,780,12.62,0.05,605,182,11.8652772940821,1995,2005,2015,10,10,L,NH.high
p129,ACPE,"striped maple",2to4cm,3,0,0,6,0.0024,STM,1995,1,Core,278000,4869700,780,12.62,0.05,605,182,11.8652772940821,1995,2005,2015,10,10,L,NH.high
p130,ABBA,"balsam fir",2to4cm,3,1,1,2,0.0024,BF,1995,1,Core,278000,4869900,780,12.62,0.05,640,195,14.2024307747344,1995,2005,2015,10,10,M,NH.high
p130,TSCA,hemlock,2to4cm,3,0,0,2,0.0024,EH,1995,1,Core,278000,4869900,780,12.62,0.05,640,195,14.2024307747344,1995,2005,2015,10,10,M,NH.high
p130,PIRU,"red spruce",2to4cm,3,0,2,0,0.0024,RS,1995,1,Core,278000,4869900,780,12.62,0.05,640,195,14.2024307747344,1995,2005,2015,10,10,M,NH.high
p131,ABBA,"balsam fir",2to4cm,3,1,2,2,0.0024,BF,1995,1,Core,278000,4870000,780,10,0.0314,690,174,44.1747678145849,1995,2005,2015,10,10,M,SF.spruce
p131,TSCA,hemlock,2to4cm,3,0,0,1,0.0024,EH,1995,1,Core,278000,4870000,780,10,0.0314,690,174,44.1747678145849,1995,2005,2015,10,10,M,SF.spruce
p131,PIRU,"red spruce",2to4cm,3,0,4,9,0.0024,RS,1995,1,Core,278000,4870000,780,10,0.0314,690,174,44.1747678145849,1995,2005,2015,10,10,M,SF.spruce
p132,ABBA,"balsam fir",2to4cm,3,0,0,22,0.0024,BF,1995,1,Core,278000,4870200,780,12.62,0.05,710,66,2.73503082577468,1995,2005,2015,10,10,M,SF.spruce
p132,SOAM,"mountain ash",2to4cm,3,0,0,5,0.0024,MA,1995,1,Core,278000,4870200,780,12.62,0.05,710,66,2.73503082577468,1995,2005,2015,10,10,M,SF.spruce
p132,BEPA,"paper birch",2to4cm,3,0,1,0,0.0024,PB,1995,1,Core,278000,4870200,780,12.62,0.05,710,66,2.73503082577468,1995,2005,2015,10,10,M,SF.spruce
p132,PIRU,"red spruce",2to4cm,3,0,11,7,0.0024,RS,1995,1,Core,278000,4870200,780,12.62,0.05,710,66,2.73503082577468,1995,2005,2015,10,10,M,SF.spruce
p132,BEAL,"yellow birch",2to4cm,3,0,0,1,0.0024,YB,1995,1,Core,278000,4870200,780,12.62,0.05,710,66,2.73503082577468,1995,2005,2015,10,10,M,SF.spruce
p133,ABBA,"balsam fir",2to4cm,3,0,3,6,0.0024,BF,1995,1,Core,278000,4870300,780,12.62,0.05,735,160,19.5386762621956,1995,2005,2015,10,10,H,NH.high
p133,ACRU,"red maple",2to4cm,3,0,0,2,0.0024,RM,1995,1,Core,278000,4870300,780,12.62,0.05,735,160,19.5386762621956,1995,2005,2015,10,10,H,NH.high
p133,PIRU,"red spruce",2to4cm,3,0,3,5,0.0024,RS,1995,1,Core,278000,4870300,780,12.62,0.05,735,160,19.5386762621956,1995,2005,2015,10,10,H,NH.high
p133,BEAL,"yellow birch",2to4cm,3,0,1,7,0.0024,YB,1995,1,Core,278000,4870300,780,12.62,0.05,735,160,19.5386762621956,1995,2005,2015,10,10,H,NH.high
p134,ABBA,"balsam fir",2to4cm,3,0,3,9,0.0024,BF,1995,1,Core,278000,4870500,780,12.62,0.05,750,145,11.3935608301645,1995,2005,2015,10,10,H,SF.spruce
p134,SOAM,"mountain ash",2to4cm,3,0,0,2,0.0024,MA,1995,1,Core,278000,4870500,780,12.62,0.05,750,145,11.3935608301645,1995,2005,2015,10,10,H,SF.spruce
p134,PIRU,"red spruce",2to4cm,3,1,2,3,0.0024,RS,1995,1,Core,278000,4870500,780,12.62,0.05,750,145,11.3935608301645,1995,2005,2015,10,10,H,SF.spruce
