PlotTag,Species4,SppCommon,DBHClass,DBHmid,StemCount,TotalSaplings,TotalSeedlings,SapAreaha,Species2,Year,TreeStatus,PlotGrid,UTM.Easting,UTM.Northing,"Transect No.",PlotRadiusm,PlotAreaha,Elevationm,Aspectdeg,Slopeper,FirstMeasured,SecondMeasured,ThirdMeasured,Time9505yr,Time0515yr,ElevB,foresttype
p148,ACSP,"mountain maple",4to6cm,5,0,0,2,0.0024,MM,1995,1,Core,278000,4866700,780,12.62,0.05,740,0,26.7949192431122,1995,2005,2015,10,10,H,NH.wood
p148,ACPE,"striped maple",4to6cm,5,0,0,14,0.0024,STM,1995,1,Core,278000,4866700,780,12.62,0.05,740,0,26.7949192431122,1995,2005,2015,10,10,H,NH.wood
p149,ABBA,"balsam fir",4to6cm,5,0,2,1,0.0024,BF,1995,1,Core,278000,4866600,780,12.62,0.05,750,349,26.1308990214671,1995,2005,2015,10,10,H,SF.firbirch
p149,ACSP,"mountain maple",4to6cm,5,0,1,1,0.0024,MM,1995,1,Core,278000,4866600,780,12.62,0.05,750,349,26.1308990214671,1995,2005,2015,10,10,H,SF.firbirch
p149,PIRU,"red spruce",4to6cm,5,0,1,0,0.0024,RS,1995,1,Core,278000,4866600,780,12.62,0.05,750,349,26.1308990214671,1995,2005,2015,10,10,H,SF.firbirch
p149,ACPE,"striped maple",4to6cm,5,0,0,4,0.0024,STM,1995,1,Core,278000,4866600,780,12.62,0.05,750,349,26.1308990214671,1995,2005,2015,10,10,H,SF.firbirch
p149,BEAL,"yellow birch",4to6cm,5,0,1,0,0.0024,YB,1995,1,Core,278000,4866600,780,12.62,0.05,750,349,26.1308990214671,1995,2005,2015,10,10,H,SF.firbirch
p150,ABBA,"balsam fir",4to6cm,5,1,7,2,0.0024,BF,1995,1,Core,278000,4866400,780,12.62,0.05,820,4,15.6595821004312,1995,2005,2015,10,10,H,SF.firbirch
p150,BEPA,"paper birch",4to6cm,5,0,1,0,0.0024,PB,1995,1,Core,278000,4866400,780,12.62,0.05,820,4,15.6595821004312,1995,2005,2015,10,10,H,SF.firbirch
p151,ABBA,"balsam fir",4to6cm,5,1,2,9,0.0024,BF,1995,1,Core,278000,4866300,780,12.62,0.05,820,275,19.2368538006798,1995,2005,2015,10,10,H,SF.firbirch
p151,ACSP,"mountain maple",4to6cm,5,0,0,2,0.0024,MM,1995,1,Core,278000,4866300,780,12.62,0.05,820,275,19.2368538006798,1995,2005,2015,10,10,H,SF.firbirch
p151,PIRU,"red spruce",4to6cm,5,0,2,0,0.0024,RS,1995,1,Core,278000,4866300,780,12.62,0.05,820,275,19.2368538006798,1995,2005,2015,10,10,H,SF.firbirch
p152,ACSP,"mountain maple",4to6cm,5,0,1,6,0.0024,MM,1995,1,Core,277500,4868200,775,12.62,0.05,540,28,3.82219147598217,1995,2005,2015,10,10,L,NH.high
p152,ACSA,"sugar maple",4to6cm,5,0,9,5,0.0024,SM,1995,1,Core,277500,4868200,775,12.62,0.05,540,28,3.82219147598217,1995,2005,2015,10,10,L,NH.high
p152,ACPE,"striped maple",4to6cm,5,0,0,2,0.0024,STM,1995,1,Core,277500,4868200,775,12.62,0.05,540,28,3.82219147598217,1995,2005,2015,10,10,L,NH.high
p152,UNKN,unknown,4to6cm,5,0,0,1,0.0024,UK,1995,1,Core,277500,4868200,775,12.62,0.05,540,28,3.82219147598217,1995,2005,2015,10,10,L,NH.high
p153,TSCA,hemlock,4to6cm,5,0,0,1,0.0024,EH,1995,1,Core,277500,4868400,775,12.62,0.05,520,332,2.98734045452657,1995,2005,2015,10,10,L,SF.spruce
p153,PIRU,"red spruce",4to6cm,5,0,1,8,0.0024,RS,1995,1,Core,277500,4868400,775,12.62,0.05,520,332,2.98734045452657,1995,2005,2015,10,10,L,SF.spruce
p154,ABBA,"balsam fir",4to6cm,5,0,0,1,0.0024,BF,1995,1,Core,277500,4868500,775,12.62,0.05,515,344,7.59705107501998,1995,2005,2015,10,10,L,NH.hemlock
p154,PIRU,"red spruce",4to6cm,5,0,4,3,0.0024,RS,1995,1,Core,277500,4868500,775,12.62,0.05,515,344,7.59705107501998,1995,2005,2015,10,10,L,NH.hemlock
p154,ACPE,"striped maple",4to6cm,5,0,0,1,0.0024,STM,1995,1,Core,277500,4868500,775,12.62,0.05,515,344,7.59705107501998,1995,2005,2015,10,10,L,NH.hemlock
p155,ABBA,"balsam fir",4to6cm,5,1,11,4,0.0024,BF,1995,1,Core,277500,4868700,775,12.62,0.05,515,NA,0,1995,2005,2015,10,10,L,SF.spruce
p155,PIRU,"red spruce",4to6cm,5,0,7,5,0.0024,RS,1995,1,Core,277500,4868700,775,12.62,0.05,515,NA,0,1995,2005,2015,10,10,L,SF.spruce
p155,BEAL,"yellow birch",4to6cm,5,0,1,0,0.0024,YB,1995,1,Core,277500,4868700,775,12.62,0.05,515,NA,0,1995,2005,2015,10,10,L,SF.spruce
p156,FAGR,beech,4to6cm,5,0,4,0,0.0024,AB,1995,1,Core,277500,4868800,775,12.62,0.05,490,NA,1.74550649282175,1995,2005,2015,10,10,L,NH.hemlock
p156,ABBA,"balsam fir",4to6cm,5,0,1,1,0.0024,BF,1995,1,Core,277500,4868800,775,12.62,0.05,490,NA,1.74550649282175,1995,2005,2015,10,10,L,NH.hemlock
p156,ACSP,"mountain maple",4to6cm,5,0,1,0,0.0024,MM,1995,1,Core,277500,4868800,775,12.62,0.05,490,NA,1.74550649282175,1995,2005,2015,10,10,L,NH.hemlock
p156,ACSA,"sugar maple",4to6cm,5,0,0,1,0.0024,SM,1995,1,Core,277500,4868800,775,12.62,0.05,490,NA,1.74550649282175,1995,2005,2015,10,10,L,NH.hemlock
p157,FAGR,beech,4to6cm,5,0,1,0,0.0024,AB,1995,1,Core,277500,4869000,775,12.62,0.05,505,232,16.7342609081419,1995,2005,2015,10,10,L,NH.high
p157,ABBA,"balsam fir",4to6cm,5,0,1,1,0.0024,BF,1995,1,Core,277500,4869000,775,12.62,0.05,505,232,16.7342609081419,1995,2005,2015,10,10,L,NH.high
p157,ACSP,"mountain maple",4to6cm,5,0,1,6,0.0024,MM,1995,1,Core,277500,4869000,775,12.62,0.05,505,232,16.7342609081419,1995,2005,2015,10,10,L,NH.high
p157,ACSA,"sugar maple",4to6cm,5,0,1,0,0.0024,SM,1995,1,Core,277500,4869000,775,12.62,0.05,505,232,16.7342609081419,1995,2005,2015,10,10,L,NH.high
p157,ACPE,"striped maple",4to6cm,5,0,2,0,0.0024,STM,1995,1,Core,277500,4869000,775,12.62,0.05,505,232,16.7342609081419,1995,2005,2015,10,10,L,NH.high
p158,FAGR,beech,4to6cm,5,1,4,2,0.0024,AB,1995,1,Core,277500,4869100,775,12.62,0.05,525,238,30.9976776254845,1995,2005,2015,10,10,L,NH.wood
p158,ACSA,"sugar maple",4to6cm,5,0,7,11,0.0024,SM,1995,1,Core,277500,4869100,775,12.62,0.05,525,238,30.9976776254845,1995,2005,2015,10,10,L,NH.wood
p158,ACPE,"striped maple",4to6cm,5,0,6,2,0.0024,STM,1995,1,Core,277500,4869100,775,12.62,0.05,525,238,30.9976776254845,1995,2005,2015,10,10,L,NH.wood
p158,FRAM,"white ash",4to6cm,5,0,3,7,0.0024,WA,1995,1,Core,277500,4869100,775,12.62,0.05,525,238,30.9976776254845,1995,2005,2015,10,10,L,NH.wood
p159,FAGR,beech,4to6cm,5,0,17,6,0.0024,AB,1995,1,Core,277500,4869300,775,12.62,0.05,575,262,19.2770771660667,1995,2005,2015,10,10,L,NH.wood
p159,ACRU,"red maple",4to6cm,5,0,1,0,0.0024,RM,1995,1,Core,277500,4869300,775,12.62,0.05,575,262,19.2770771660667,1995,2005,2015,10,10,L,NH.wood
p159,ACPE,"striped maple",4to6cm,5,0,9,4,0.0024,STM,1995,1,Core,277500,4869300,775,12.62,0.05,575,262,19.2770771660667,1995,2005,2015,10,10,L,NH.wood
p159,FRAM,"white ash",4to6cm,5,0,0,1,0.0024,WA,1995,1,Core,277500,4869300,775,12.62,0.05,575,262,19.2770771660667,1995,2005,2015,10,10,L,NH.wood
p160,FAGR,beech,4to6cm,5,0,4,5,0.0024,AB,1995,1,Core,277500,4869400,775,12.62,0.05,590,230,32.8138728730382,1995,2005,2015,10,10,L,NH.hemlock
p160,ABBA,"balsam fir",4to6cm,5,0,0,2,0.0024,BF,1995,1,Core,277500,4869400,775,12.62,0.05,590,230,32.8138728730382,1995,2005,2015,10,10,L,NH.hemlock
p160,PIRU,"red spruce",4to6cm,5,0,3,2,0.0024,RS,1995,1,Core,277500,4869400,775,12.62,0.05,590,230,32.8138728730382,1995,2005,2015,10,10,L,NH.hemlock
p160,ACSA,"sugar maple",4to6cm,5,0,1,0,0.0024,SM,1995,1,Core,277500,4869400,775,12.62,0.05,590,230,32.8138728730382,1995,2005,2015,10,10,L,NH.hemlock
p160,ACPE,"striped maple",4to6cm,5,0,1,1,0.0024,STM,1995,1,Core,277500,4869400,775,12.62,0.05,590,230,32.8138728730382,1995,2005,2015,10,10,L,NH.hemlock
p161,FAGR,beech,4to6cm,5,2,14,10,0.0024,AB,1995,1,Core,277500,4869600,775,12.62,0.05,585,236,21.8035260431028,1995,2005,2015,10,10,L,NH.hemlock
p161,PIRU,"red spruce",4to6cm,5,0,0,2,0.0024,RS,1995,1,Core,277500,4869600,775,12.62,0.05,585,236,21.8035260431028,1995,2005,2015,10,10,L,NH.hemlock
p161,ACSA,"sugar maple",4to6cm,5,0,0,1,0.0024,SM,1995,1,Core,277500,4869600,775,12.62,0.05,585,236,21.8035260431028,1995,2005,2015,10,10,L,NH.hemlock
p161,ACPE,"striped maple",4to6cm,5,0,1,11,0.0024,STM,1995,1,Core,277500,4869600,775,12.62,0.05,585,236,21.8035260431028,1995,2005,2015,10,10,L,NH.hemlock
p162,FAGR,beech,4to6cm,5,0,2,4,0.0024,AB,1995,1,Core,277500,4869700,775,12.62,0.05,600,198,30.382322998118,1995,2005,2015,10,10,L,NH.high
p162,ACSA,"sugar maple",4to6cm,5,1,3,8,0.0024,SM,1995,1,Core,277500,4869700,775,12.62,0.05,600,198,30.382322998118,1995,2005,2015,10,10,L,NH.high
p162,ACPE,"striped maple",4to6cm,5,0,9,16,0.0024,STM,1995,1,Core,277500,4869700,775,12.62,0.05,600,198,30.382322998118,1995,2005,2015,10,10,L,NH.high
p163,FAGR,beech,4to6cm,5,0,1,0,0.0024,AB,1995,1,Core,277500,4869900,775,12.62,0.05,645,260,34.5412563703344,1995,2005,2015,10,10,M,NH.high
p163,SOAM,"mountain ash",4to6cm,5,0,0,3,0.0024,MA,1995,1,Core,277500,4869900,775,12.62,0.05,645,260,34.5412563703344,1995,2005,2015,10,10,M,NH.high
p163,ACSP,"mountain maple",4to6cm,5,0,0,6,0.0024,MM,1995,1,Core,277500,4869900,775,12.62,0.05,645,260,34.5412563703344,1995,2005,2015,10,10,M,NH.high
p163,PIRU,"red spruce",4to6cm,5,0,2,3,0.0024,RS,1995,1,Core,277500,4869900,775,12.62,0.05,645,260,34.5412563703344,1995,2005,2015,10,10,M,NH.high
p163,ACPE,"striped maple",4to6cm,5,0,1,11,0.0024,STM,1995,1,Core,277500,4869900,775,12.62,0.05,645,260,34.5412563703344,1995,2005,2015,10,10,M,NH.high
p163,BEAL,"yellow birch",4to6cm,5,0,0,1,0.0024,YB,1995,1,Core,277500,4869900,775,12.62,0.05,645,260,34.5412563703344,1995,2005,2015,10,10,M,NH.high
p164,FAGR,beech,4to6cm,5,0,2,1,0.0024,AB,1995,1,Core,277500,4870000,775,12.62,0.05,655,347,7.99701564848511,1995,2005,2015,10,10,M,NH.high
p164,ABBA,"balsam fir",4to6cm,5,0,0,2,0.0024,BF,1995,1,Core,277500,4870000,775,12.62,0.05,655,347,7.99701564848511,1995,2005,2015,10,10,M,NH.high
p164,ACSP,"mountain maple",4to6cm,5,0,0,1,0.0024,MM,1995,1,Core,277500,4870000,775,12.62,0.05,655,347,7.99701564848511,1995,2005,2015,10,10,M,NH.high
p164,ACRU,"red maple",4to6cm,5,0,0,2,0.0024,RM,1995,1,Core,277500,4870000,775,12.62,0.05,655,347,7.99701564848511,1995,2005,2015,10,10,M,NH.high
p164,PIRU,"red spruce",4to6cm,5,0,0,1,0.0024,RS,1995,1,Core,277500,4870000,775,12.62,0.05,655,347,7.99701564848511,1995,2005,2015,10,10,M,NH.high
p164,ACPE,"striped maple",4to6cm,5,1,18,23,0.0024,STM,1995,1,Core,277500,4870000,775,12.62,0.05,655,347,7.99701564848511,1995,2005,2015,10,10,M,NH.high
p164,BEAL,"yellow birch",4to6cm,5,0,2,5,0.0024,YB,1995,1,Core,277500,4870000,775,12.62,0.05,655,347,7.99701564848511,1995,2005,2015,10,10,M,NH.high
p165,ACRU,"red maple",4to6cm,5,0,0,3,0.0024,RM,1995,1,Core,277500,4870200,775,12.62,0.05,700,146,17.4927630855118,1995,2005,2015,10,10,M,NH.high
p165,PIRU,"red spruce",4to6cm,5,0,2,1,0.0024,RS,1995,1,Core,277500,4870200,775,12.62,0.05,700,146,17.4927630855118,1995,2005,2015,10,10,M,NH.high
p165,ACPE,"striped maple",4to6cm,5,0,2,11,0.0024,STM,1995,1,Core,277500,4870200,775,12.62,0.05,700,146,17.4927630855118,1995,2005,2015,10,10,M,NH.high
p165,BEAL,"yellow birch",4to6cm,5,0,0,1,0.0024,YB,1995,1,Core,277500,4870200,775,12.62,0.05,700,146,17.4927630855118,1995,2005,2015,10,10,M,NH.high
p166,ABBA,"balsam fir",4to6cm,5,1,3,11,0.0024,BF,1995,1,Core,277500,4870300,775,12.62,0.05,750,146,16.3955412216298,1995,2005,2015,10,10,H,NH.high
p166,ACSP,"mountain maple",4to6cm,5,0,0,2,0.0024,MM,1995,1,Core,277500,4870300,775,12.62,0.05,750,146,16.3955412216298,1995,2005,2015,10,10,H,NH.high
p166,PIRU,"red spruce",4to6cm,5,0,2,3,0.0024,RS,1995,1,Core,277500,4870300,775,12.62,0.05,750,146,16.3955412216298,1995,2005,2015,10,10,H,NH.high
p166,ACPE,"striped maple",4to6cm,5,0,0,3,0.0024,STM,1995,1,Core,277500,4870300,775,12.62,0.05,750,146,16.3955412216298,1995,2005,2015,10,10,H,NH.high
p166,BEAL,"yellow birch",4to6cm,5,0,0,1,0.0024,YB,1995,1,Core,277500,4870300,775,12.62,0.05,750,146,16.3955412216298,1995,2005,2015,10,10,H,NH.high
p167,ABBA,"balsam fir",4to6cm,5,0,8,11,0.0024,BF,1995,1,Core,277500,4870500,775,12.62,0.05,810,166,34.4110710202042,1995,2005,2015,10,10,H,NH.high
p167,PIRU,"red spruce",4to6cm,5,0,5,2,0.0024,RS,1995,1,Core,277500,4870500,775,12.62,0.05,810,166,34.4110710202042,1995,2005,2015,10,10,H,NH.high
p168,ABBA,"balsam fir",4to6cm,5,2,5,33,0.0024,BF,1995,1,Core,277500,4870600,775,10,0.0314,840,176,13.3428487434286,1995,2005,2015,10,10,H,SF.firbirch
p168,SOAM,"mountain ash",4to6cm,5,0,2,0,0.0024,MA,1995,1,Core,277500,4870600,775,10,0.0314,840,176,13.3428487434286,1995,2005,2015,10,10,H,SF.firbirch
p168,BEPA,"paper birch",4to6cm,5,0,1,0,0.0024,PB,1995,1,Core,277500,4870600,775,10,0.0314,840,176,13.3428487434286,1995,2005,2015,10,10,H,SF.firbirch
p168,PIRU,"red spruce",4to6cm,5,0,0,1,0.0024,RS,1995,1,Core,277500,4870600,775,10,0.0314,840,176,13.3428487434286,1995,2005,2015,10,10,H,SF.firbirch
p169,ABBA,"balsam fir",4to6cm,5,1,4,6,0.0024,BF,1995,1,Core,277500,4870700,775,12.62,0.05,835,120,12.8694322174618,1995,2005,2015,10,10,H,SF.firbirch
p169,ACSP,"mountain maple",4to6cm,5,0,0,4,0.0024,MM,1995,1,Core,277500,4870700,775,12.62,0.05,835,120,12.8694322174618,1995,2005,2015,10,10,H,SF.firbirch
p169,PIRU,"red spruce",4to6cm,5,0,1,0,0.0024,RS,1995,1,Core,277500,4870700,775,12.62,0.05,835,120,12.8694322174618,1995,2005,2015,10,10,H,SF.firbirch
p169,ACPE,"striped maple",4to6cm,5,0,1,7,0.0024,STM,1995,1,Core,277500,4870700,775,12.62,0.05,835,120,12.8694322174618,1995,2005,2015,10,10,H,SF.firbirch
p169,BEAL,"yellow birch",4to6cm,5,0,0,1,0.0024,YB,1995,1,Core,277500,4870700,775,12.62,0.05,835,120,12.8694322174618,1995,2005,2015,10,10,H,SF.firbirch
p170,ABBA,"balsam fir",4to6cm,5,0,4,14,0.0024,BF,1995,1,Core,277500,4870900,775,12.62,0.05,835,354,15.0640750263859,1995,2005,2015,10,10,H,SF.firbirch
p170,SOAM,"mountain ash",4to6cm,5,0,3,0,0.0024,MA,1995,1,Core,277500,4870900,775,12.62,0.05,835,354,15.0640750263859,1995,2005,2015,10,10,H,SF.firbirch
p170,ACSP,"mountain maple",4to6cm,5,0,0,2,0.0024,MM,1995,1,Core,277500,4870900,775,12.62,0.05,835,354,15.0640750263859,1995,2005,2015,10,10,H,SF.firbirch
p170,BEPA,"paper birch",4to6cm,5,0,5,2,0.0024,PB,1995,1,Core,277500,4870900,775,12.62,0.05,835,354,15.0640750263859,1995,2005,2015,10,10,H,SF.firbirch
p170,PIRU,"red spruce",4to6cm,5,0,1,1,0.0024,RS,1995,1,Core,277500,4870900,775,12.62,0.05,835,354,15.0640750263859,1995,2005,2015,10,10,H,SF.firbirch
p170,ACPE,"striped maple",4to6cm,5,0,5,5,0.0024,STM,1995,1,Core,277500,4870900,775,12.62,0.05,835,354,15.0640750263859,1995,2005,2015,10,10,H,SF.firbirch
p170,BEAL,"yellow birch",4to6cm,5,0,2,1,0.0024,YB,1995,1,Core,277500,4870900,775,12.62,0.05,835,354,15.0640750263859,1995,2005,2015,10,10,H,SF.firbirch
p171,ABBA,"balsam fir",4to6cm,5,0,1,7,0.0024,BF,1995,1,Core,277500,4868100,775,12.62,0.05,550,5,6.2622632971496,1995,2005,2015,10,10,L,NH.high
p171,ACSP,"mountain maple",4to6cm,5,0,0,2,0.0024,MM,1995,1,Core,277500,4868100,775,12.62,0.05,550,5,6.2622632971496,1995,2005,2015,10,10,L,NH.high
p171,PIRU,"red spruce",4to6cm,5,0,0,3,0.0024,RS,1995,1,Core,277500,4868100,775,12.62,0.05,550,5,6.2622632971496,1995,2005,2015,10,10,L,NH.high
p171,ACPE,"striped maple",4to6cm,5,0,1,2,0.0024,STM,1995,1,Core,277500,4868100,775,12.62,0.05,550,5,6.2622632971496,1995,2005,2015,10,10,L,NH.high
p171,BEAL,"yellow birch",4to6cm,5,0,2,4,0.0024,YB,1995,1,Core,277500,4868100,775,12.62,0.05,550,5,6.2622632971496,1995,2005,2015,10,10,L,NH.high
p172,ACSP,"mountain maple",4to6cm,5,0,2,1,0.0024,MM,1995,1,Core,277500,4867900,775,12.62,0.05,540,301,8.59255957903291,1995,2005,2015,10,10,L,NH.high
p172,BEPA,"paper birch",4to6cm,5,0,1,0,0.0024,PB,1995,1,Core,277500,4867900,775,12.62,0.05,540,301,8.59255957903291,1995,2005,2015,10,10,L,NH.high
p172,PIRU,"red spruce",4to6cm,5,0,2,2,0.0024,RS,1995,1,Core,277500,4867900,775,12.62,0.05,540,301,8.59255957903291,1995,2005,2015,10,10,L,NH.high
p172,BEAL,"yellow birch",4to6cm,5,1,4,1,0.0024,YB,1995,1,Core,277500,4867900,775,12.62,0.05,540,301,8.59255957903291,1995,2005,2015,10,10,L,NH.high
p173,PIRU,"red spruce",4to6cm,5,0,0,1,0.0024,RS,1995,1,Core,277500,4867800,775,12.62,0.05,555,337,7.93358999421771,1995,2005,2015,10,10,L,NH.high
p173,ACPE,"striped maple",4to6cm,5,0,0,4,0.0024,STM,1995,1,Core,277500,4867800,775,12.62,0.05,555,337,7.93358999421771,1995,2005,2015,10,10,L,NH.high
p174,ABBA,"balsam fir",4to6cm,5,0,0,1,0.0024,BF,1995,1,Core,277500,4867600,775,12.62,0.05,570,333,21.438142424973,1995,2005,2015,10,10,L,NH.hemlock
p174,ACSP,"mountain maple",4to6cm,5,1,2,5,0.0024,MM,1995,1,Core,277500,4867600,775,12.62,0.05,570,333,21.438142424973,1995,2005,2015,10,10,L,NH.hemlock
p174,PIRU,"red spruce",4to6cm,5,0,0,2,0.0024,RS,1995,1,Core,277500,4867600,775,12.62,0.05,570,333,21.438142424973,1995,2005,2015,10,10,L,NH.hemlock
p174,ACPE,"striped maple",4to6cm,5,0,2,1,0.0024,STM,1995,1,Core,277500,4867600,775,12.62,0.05,570,333,21.438142424973,1995,2005,2015,10,10,L,NH.hemlock
p174,BEAL,"yellow birch",4to6cm,5,0,1,0,0.0024,YB,1995,1,Core,277500,4867600,775,12.62,0.05,570,333,21.438142424973,1995,2005,2015,10,10,L,NH.hemlock
p175,ACSP,"mountain maple",4to6cm,5,0,0,1,0.0024,MM,1995,1,Core,277500,4867500,775,12.62,0.05,600,318,22.7194425798742,1995,2005,2015,10,10,L,NH.hemlock
p175,PIRU,"red spruce",4to6cm,5,0,0,1,0.0024,RS,1995,1,Core,277500,4867500,775,12.62,0.05,600,318,22.7194425798742,1995,2005,2015,10,10,L,NH.hemlock
p175,ACSA,"sugar maple",4to6cm,5,0,2,0,0.0024,SM,1995,1,Core,277500,4867500,775,12.62,0.05,600,318,22.7194425798742,1995,2005,2015,10,10,L,NH.hemlock
p175,ACPE,"striped maple",4to6cm,5,0,1,1,0.0024,STM,1995,1,Core,277500,4867500,775,12.62,0.05,600,318,22.7194425798742,1995,2005,2015,10,10,L,NH.hemlock
p175,BEAL,"yellow birch",4to6cm,5,0,0,1,0.0024,YB,1995,1,Core,277500,4867500,775,12.62,0.05,600,318,22.7194425798742,1995,2005,2015,10,10,L,NH.hemlock
p176,FAGR,beech,4to6cm,5,0,2,0,0.0024,AB,1995,1,Core,277500,4867300,775,12.62,0.05,660,305,12.130845520241,1995,2005,2015,10,10,M,NH.hemlock
p176,ACSP,"mountain maple",4to6cm,5,0,0,1,0.0024,MM,1995,1,Core,277500,4867300,775,12.62,0.05,660,305,12.130845520241,1995,2005,2015,10,10,M,NH.hemlock
p176,ACRU,"red maple",4to6cm,5,0,1,0,0.0024,RM,1995,1,Core,277500,4867300,775,12.62,0.05,660,305,12.130845520241,1995,2005,2015,10,10,M,NH.hemlock
p176,PIRU,"red spruce",4to6cm,5,0,2,4,0.0024,RS,1995,1,Core,277500,4867300,775,12.62,0.05,660,305,12.130845520241,1995,2005,2015,10,10,M,NH.hemlock
p176,ACSA,"sugar maple",4to6cm,5,0,1,4,0.0024,SM,1995,1,Core,277500,4867300,775,12.62,0.05,660,305,12.130845520241,1995,2005,2015,10,10,M,NH.hemlock
p176,ACPE,"striped maple",4to6cm,5,0,3,1,0.0024,STM,1995,1,Core,277500,4867300,775,12.62,0.05,660,305,12.130845520241,1995,2005,2015,10,10,M,NH.hemlock
p177,FAGR,beech,4to6cm,5,0,4,0,0.0024,AB,1995,1,Core,277500,4867200,775,12.62,0.05,660,336,17.1531964804578,1995,2005,2015,10,10,M,SF.spruce
p177,ACSA,"sugar maple",4to6cm,5,0,2,5,0.0024,SM,1995,1,Core,277500,4867200,775,12.62,0.05,660,336,17.1531964804578,1995,2005,2015,10,10,M,SF.spruce
p177,ACPE,"striped maple",4to6cm,5,0,2,0,0.0024,STM,1995,1,Core,277500,4867200,775,12.62,0.05,660,336,17.1531964804578,1995,2005,2015,10,10,M,SF.spruce
p178,FAGR,beech,4to6cm,5,0,4,1,0.0024,AB,1995,1,Core,277500,4867000,775,12.62,0.05,710,339,18.7144913215174,1995,2005,2015,10,10,M,NH.wood
p178,ACSP,"mountain maple",4to6cm,5,0,0,4,0.0024,MM,1995,1,Core,277500,4867000,775,12.62,0.05,710,339,18.7144913215174,1995,2005,2015,10,10,M,NH.wood
p178,ACSA,"sugar maple",4to6cm,5,0,4,8,0.0024,SM,1995,1,Core,277500,4867000,775,12.62,0.05,710,339,18.7144913215174,1995,2005,2015,10,10,M,NH.wood
p178,ACPE,"striped maple",4to6cm,5,0,1,5,0.0024,STM,1995,1,Core,277500,4867000,775,12.62,0.05,710,339,18.7144913215174,1995,2005,2015,10,10,M,NH.wood
p179,PIRU,"red spruce",4to6cm,5,0,1,3,0.0024,RS,1995,1,Core,277500,4866900,775,12.62,0.05,730,339,20.1030010718191,1995,2005,2015,10,10,H,NH.high
p179,ACSA,"sugar maple",4to6cm,5,0,0,3,0.0024,SM,1995,1,Core,277500,4866900,775,12.62,0.05,730,339,20.1030010718191,1995,2005,2015,10,10,H,NH.high
p179,ACPE,"striped maple",4to6cm,5,1,8,9,0.0024,STM,1995,1,Core,277500,4866900,775,12.62,0.05,730,339,20.1030010718191,1995,2005,2015,10,10,H,NH.high
p180,ABBA,"balsam fir",4to6cm,5,0,1,1,0.0024,BF,1995,1,Core,277500,4866700,775,12.62,0.05,790,336,17.9327851095531,1995,2005,2015,10,10,H,NH.high
p180,SOAM,"mountain ash",4to6cm,5,0,1,1,0.0024,MA,1995,1,Core,277500,4866700,775,12.62,0.05,790,336,17.9327851095531,1995,2005,2015,10,10,H,NH.high
p180,ACSP,"mountain maple",4to6cm,5,0,1,3,0.0024,MM,1995,1,Core,277500,4866700,775,12.62,0.05,790,336,17.9327851095531,1995,2005,2015,10,10,H,NH.high
p180,BEPA,"paper birch",4to6cm,5,0,1,2,0.0024,PB,1995,1,Core,277500,4866700,775,12.62,0.05,790,336,17.9327851095531,1995,2005,2015,10,10,H,NH.high
p180,ACPE,"striped maple",4to6cm,5,0,0,1,0.0024,STM,1995,1,Core,277500,4866700,775,12.62,0.05,790,336,17.9327851095531,1995,2005,2015,10,10,H,NH.high
p180,BEAL,"yellow birch",4to6cm,5,0,0,4,0.0024,YB,1995,1,Core,277500,4866700,775,12.62,0.05,790,336,17.9327851095531,1995,2005,2015,10,10,H,NH.high
p181,ABBA,"balsam fir",4to6cm,5,2,10,6,0.0024,BF,1995,1,Core,277500,4866600,775,12.62,0.05,820,37,21.5903186089777,1995,2005,2015,10,10,H,SF.firbirch
p181,SOAM,"mountain ash",4to6cm,5,0,0,1,0.0024,MA,1995,1,Core,277500,4866600,775,12.62,0.05,820,37,21.5903186089777,1995,2005,2015,10,10,H,SF.firbirch
p181,PIRU,"red spruce",4to6cm,5,0,0,4,0.0024,RS,1995,1,Core,277500,4866600,775,12.62,0.05,820,37,21.5903186089777,1995,2005,2015,10,10,H,SF.firbirch
p182,ABBA,"balsam fir",4to6cm,5,0,1,0,0.0024,BF,1995,1,Core,277000,4866300,770,12.62,0.05,860,134,0.28119267616381,1996,2005,2015,9,10,H,SF.firbirch
p182,ACSP,"mountain maple",4to6cm,5,0,0,1,0.0024,MM,1995,1,Core,277000,4866300,770,12.62,0.05,860,134,0.28119267616381,1996,2005,2015,9,10,H,SF.firbirch
p182,PIRU,"red spruce",4to6cm,5,1,3,2,0.0024,RS,1995,1,Core,277000,4866300,770,12.62,0.05,860,134,0.28119267616381,1996,2005,2015,9,10,H,SF.firbirch
p182,BEAL,"yellow birch",4to6cm,5,0,0,1,0.0024,YB,1995,1,Core,277000,4866300,770,12.62,0.05,860,134,0.28119267616381,1996,2005,2015,9,10,H,SF.firbirch
p183,ABBA,"balsam fir",4to6cm,5,1,10,13,0.0024,BF,1995,1,Core,277000,4866400,770,12.62,0.05,830,268,44.4764031434961,1996,2005,2015,9,10,H,SF.spruce
p183,BEPA,"paper birch",4to6cm,5,0,1,0,0.0024,PB,1995,1,Core,277000,4866400,770,12.62,0.05,830,268,44.4764031434961,1996,2005,2015,9,10,H,SF.spruce
p183,PIRU,"red spruce",4to6cm,5,0,1,4,0.0024,RS,1995,1,Core,277000,4866400,770,12.62,0.05,830,268,44.4764031434961,1996,2005,2015,9,10,H,SF.spruce
