TreeID,FirstObs,PlotTag,Tag_15_current,Species_BEST_15,DBH_95,CrownStatus_95,TreeStatus_95,DBH_05,CrownStatus_05,TreeStatus_05,DBH_15,CrownStatus_15,TreeStatus_15,BBD_15,Time9505yr,Time0515yr,PlotAreaha,ElevB,Species4,SppCommon,Species2,Type,BIG5,YrRecruit
1_5159,Second,p128,t10441,RS,NA,NA,NA,10.9,C,1,11,I,2,NA,10,10,0.05,L,PIRU,"red spruce",RS,Conifer,1,2005
1_5160,Second,p128,t10442,BF,NA,NA,NA,11.4,S,1,12.7,S,2,NA,10,10,0.05,L,ABBA,"balsam fir",BF,Conifer,1,2005
1_5161,First,p128,t5348,BF,10.2,NA,4,10.2,NA,5,NA,NA,6,NF1,10,10,0.05,L,ABBA,"balsam fir",BF,Conifer,1,NA
1_5162,First,p128,t5349,BF,15.5,NA,4,15.5,NA,6,NA,NA,NA,NA,10,10,0.05,L,ABBA,"balsam fir",BF,Conifer,1,NA
1_5163,First,p128,t5350,RS,15.5,S,1,17.3,I,1,18.1,S,2,NA,10,10,0.05,L,PIRU,"red spruce",RS,Conifer,1,1995
1_5164,First,p128,t5351,BF,24,NA,5,24,NA,6,NA,NA,NA,NA,10,10,0.05,L,ABBA,"balsam fir",BF,Conifer,1,NA
1_5165,First,p128,t5352,BF,19,NA,4,19,NA,6,NA,NA,NA,NA,10,10,0.05,L,ABBA,"balsam fir",BF,Conifer,1,NA
1_5166,First,p128,t5353,RS,24.7,C,1,26.2,C,1,28.5,C,1,NA,10,10,0.05,L,PIRU,"red spruce",RS,Conifer,1,1995
1_5167,First,p128,t5354,RS,22.6,NA,4,22.6,NA,5,20.8,NA,5,NA,10,10,0.05,L,PIRU,"red spruce",RS,Conifer,1,NA
1_5168,First,p128,t5355,BF,16.7,NA,5,16.7,NA,6,NA,NA,NA,NA,10,10,0.05,L,ABBA,"balsam fir",BF,Conifer,1,NA
1_5169,First,p128,t5356,RS,27.7,C,1,29.4,C,1,31.5,C,1,NA,10,10,0.05,L,PIRU,"red spruce",RS,Conifer,1,1995
1_5170,First,p128,t5357,YB,10,S,1,10.7,S,1,12.7,I,2,NA,10,10,0.05,L,BEAL,"yellow birch",YB,Hardwood,1,1995
1_5171,First,p128,t5358,BF,14.2,NA,5,14.2,NA,5,12.9,NA,5,NA,10,10,0.05,L,ABBA,"balsam fir",BF,Conifer,1,NA
1_5172,First,p128,t5359,BF,10.5,NA,5,10.5,NA,5,10,NA,6,NA,10,10,0.05,L,ABBA,"balsam fir",BF,Conifer,1,NA
1_5173,First,p128,t5360,BF,21.6,NA,4,21.6,NA,4,NA,NA,6,NF2,10,10,0.05,L,ABBA,"balsam fir",BF,Conifer,1,NA
1_5174,First,p128,t5361,RS,14.3,I,1,14.1,D,1,14,NA,4,NA,10,10,0.05,L,PIRU,"red spruce",RS,Conifer,1,1995
1_5175,First,p128,t5362,BF,10,NA,5,10,NA,6,NA,NA,NA,NA,10,10,0.05,L,ABBA,"balsam fir",BF,Conifer,1,NA
1_5176,First,p128,t5363,BF,13.7,NA,5,13.7,NA,5,NA,NA,6,NF2,10,10,0.05,L,ABBA,"balsam fir",BF,Conifer,1,NA
1_5177,First,p128,t5364,BF,18.2,NA,4,18.2,NA,4,NA,NA,6,NF1,10,10,0.05,L,ABBA,"balsam fir",BF,Conifer,1,NA
1_5178,First,p128,t5365,BF,12.1,NA,5,12.1,NA,5,NA,NA,6,NF2,10,10,0.05,L,ABBA,"balsam fir",BF,Conifer,1,NA
1_5179,First,p128,t5366,BF,18,C,1,18,NA,4,NA,NA,6,NF2,10,10,0.05,L,ABBA,"balsam fir",BF,Conifer,1,1995
1_5180,First,p128,t5367,RS,22.5,C,1,22.8,C,1,23,C,1,NA,10,10,0.05,L,PIRU,"red spruce",RS,Conifer,1,1995
1_5181,First,p128,t5368,RS,18.4,C,1,18.9,C,1,19.3,C,1,NA,10,10,0.05,L,PIRU,"red spruce",RS,Conifer,1,1995
1_5182,First,p128,t5369,RS,11,I,1,11.4,S,2,11,NA,4,NA,10,10,0.05,L,PIRU,"red spruce",RS,Conifer,1,1995
1_5183,First,p128,t5370,RS,17.5,C,1,17.7,C,1,17.8,C,2,NA,10,10,0.05,L,PIRU,"red spruce",RS,Conifer,1,1995
1_5184,First,p128,t5371,RS,12.4,NA,5,12.4,NA,5,11.7,NA,5,NA,10,10,0.05,L,PIRU,"red spruce",RS,Conifer,1,NA
1_5185,First,p128,t5372,RS,13.7,S,1,14.1,I,1,14,NA,4,NA,10,10,0.05,L,PIRU,"red spruce",RS,Conifer,1,1995
1_5186,First,p128,t5373,RS,18.6,I,1,19.3,C,1,18.5,NA,5,NA,10,10,0.05,L,PIRU,"red spruce",RS,Conifer,1,1995
1_5187,First,p128,t5374,RS,11.1,NA,4,11.1,NA,6,NA,NA,NA,NA,10,10,0.05,L,PIRU,"red spruce",RS,Conifer,1,NA
1_5188,First,p128,t5375,RS,15.9,I,1,15.9,NA,4,NA,NA,6,NF1,10,10,0.05,L,PIRU,"red spruce",RS,Conifer,1,1995
1_5189,First,p128,t5376,RM,11.4,C,1,11.1,I,1,11,NA,5,NA,10,10,0.05,L,ACRU,"red maple",RM,Hardwood,0,1995
1_5190,First,p128,t5377,RS,17,C,1,17.6,C,1,17.4,NA,4,NA,10,10,0.05,L,PIRU,"red spruce",RS,Conifer,1,1995
1_5191,First,p128,t5378,RS,22.2,C,1,22.5,C,1,22.3,C,3,NA,10,10,0.05,L,PIRU,"red spruce",RS,Conifer,1,1995
1_5192,First,p128,t5379,RS,23.4,D,1,23.9,C,1,24.5,C,1,NA,10,10,0.05,L,PIRU,"red spruce",RS,Conifer,1,1995
1_5193,First,p128,t5380,UK,12.3,NA,5,12.3,NA,6,NA,NA,NA,NA,10,10,0.05,L,UNKN,unknown,UK,Unknown,0,NA
1_5194,First,p128,t5381,BF,20.8,NA,5,20.8,NA,6,NA,NA,NA,NA,10,10,0.05,L,ABBA,"balsam fir",BF,Conifer,1,NA
1_5195,First,p128,t5382,BF,10,I,1,12.1,I,1,12.6,I,2,NA,10,10,0.05,L,ABBA,"balsam fir",BF,Conifer,1,1995
1_5196,First,p128,t5383,BF,18,NA,4,18,NA,4,NA,NA,6,NF2,10,10,0.05,L,ABBA,"balsam fir",BF,Conifer,1,NA
1_5197,First,p128,t5384,UK,17.2,NA,4,17.2,NA,6,NA,NA,NA,NA,10,10,0.05,L,UNKN,unknown,UK,Unknown,0,NA
1_5198,First,p128,t5385,RS,18.1,C,1,18.3,C,1,18.8,C,2,NA,10,10,0.05,L,PIRU,"red spruce",RS,Conifer,1,1995
1_5199,First,p128,t5386,RS,18,I,1,18.1,NA,3,17.7,NA,5,NA,10,10,0.05,L,PIRU,"red spruce",RS,Conifer,1,1995
1_5200,First,p128,t5387,BF,15.3,NA,5,15.3,NA,6,NA,NA,NA,NA,10,10,0.05,L,ABBA,"balsam fir",BF,Conifer,1,NA
1_5201,First,p128,t5388,RS,12,NA,4,12.1,I,2,11.9,NA,4,NA,10,10,0.05,L,PIRU,"red spruce",RS,Conifer,1,2005
1_5202,First,p128,t5389,RS,22.9,C,1,23.5,I,1,23.4,C,2,NA,10,10,0.05,L,PIRU,"red spruce",RS,Conifer,1,1995
1_5203,First,p128,t5390,RS,21.3,C,1,21.7,C,1,21,C,2,NA,10,10,0.05,L,PIRU,"red spruce",RS,Conifer,1,1995
1_5204,First,p128,t5391,RS,20.6,C,1,20.6,C,1,20.4,NA,5,NA,10,10,0.05,L,PIRU,"red spruce",RS,Conifer,1,1995
1_5205,First,p128,t5392,BF,13.3,NA,4,13.3,NA,4,NA,NA,6,NF2,10,10,0.05,L,ABBA,"balsam fir",BF,Conifer,1,NA
1_5206,First,p128,t5393,RS,22.8,C,1,23.3,D,1,23.4,C,2,NA,10,10,0.05,L,PIRU,"red spruce",RS,Conifer,1,1995
1_5207,First,p128,t5394,RS,11.4,S,1,12,I,1,12.7,S,2,NA,10,10,0.05,L,PIRU,"red spruce",RS,Conifer,1,1995
1_5208,First,p128,t5395,BF,11.2,I,1,11.2,NA,5,NA,NA,6,NF2,10,10,0.05,L,ABBA,"balsam fir",BF,Conifer,1,1995
1_5209,First,p128,t5396,BF,14.3,I,1,14.3,NA,5,12.2,NA,5,NA,10,10,0.05,L,ABBA,"balsam fir",BF,Conifer,1,1995
1_5210,First,p128,t5397,YB,28.5,I,1,30.3,I,1,28.3,I,2,NA,10,10,0.05,L,BEAL,"yellow birch",YB,Hardwood,1,1995
1_5211,First,p128,t5398,BF,16.2,S,1,17.2,I,1,NA,NA,6,NF1,10,10,0.05,L,ABBA,"balsam fir",BF,Conifer,1,1995
1_5212,First,p128,t5399,YB,24.8,C,1,25,C,2,25.3,C,2,NA,10,10,0.05,L,BEAL,"yellow birch",YB,Hardwood,1,1995
1_5213,First,p128,t5400,BF,19.4,NA,4,19.4,NA,4,NA,NA,6,NF1,10,10,0.05,L,ABBA,"balsam fir",BF,Conifer,1,NA
1_5214,First,p128,t5401,RS,21,C,1,21.2,C,1,20.7,NA,5,NA,10,10,0.05,L,PIRU,"red spruce",RS,Conifer,1,1995
1_5215,First,p128,t5402,RS,14.9,S,1,15.2,I,1,15.9,I,1,NA,10,10,0.05,L,PIRU,"red spruce",RS,Conifer,1,1995
1_5216,First,p128,t5403,BF,28.3,D,1,28.3,NA,4,26.1,NA,5,NA,10,10,0.05,L,ABBA,"balsam fir",BF,Conifer,1,1995
1_5217,First,p128,t5404,RS,16.2,I,1,16.2,C,1,15.9,NA,5,NA,10,10,0.05,L,PIRU,"red spruce",RS,Conifer,1,1995
1_5218,First,p128,t5405,BF,11.4,NA,4,11.4,NA,6,NA,NA,NA,NA,10,10,0.05,L,ABBA,"balsam fir",BF,Conifer,1,NA
1_5219,First,p128,t5406,RS,20,NA,4,20,NA,6,NA,NA,NA,NA,10,10,0.05,L,PIRU,"red spruce",RS,Conifer,1,NA
1_5220,Second,p129,t10435,RS,NA,NA,NA,10.3,S,1,10.1,S,2,NA,10,10,0.05,L,PIRU,"red spruce",RS,Conifer,1,2005
1_5221,First,p129,t5407,RS,15,I,1,15.3,I,1,15.4,S,1,NA,10,10,0.05,L,PIRU,"red spruce",RS,Conifer,1,1995
1_5222,First,p129,t5408,YB,28.6,C,1,31.5,C,1,38,C,1,NA,10,10,0.05,L,BEAL,"yellow birch",YB,Hardwood,1,1995
1_5223,First,p129,t5409,RS,24.5,C,1,28,C,1,32.8,D,1,NA,10,10,0.05,L,PIRU,"red spruce",RS,Conifer,1,1995
1_5224,First,p129,t5410,BF,15.7,NA,4,15.7,NA,5,NA,NA,6,NF1,10,10,0.05,L,ABBA,"balsam fir",BF,Conifer,1,NA
1_5225,First,p129,t5411,RS,15.2,I,1,16.3,C,1,16.3,I,2,NA,10,10,0.05,L,PIRU,"red spruce",RS,Conifer,1,1995
1_5226,First,p129,t5412,YB,50.6,NA,5,50.6,NA,6,NA,NA,NA,NA,10,10,0.05,L,BEAL,"yellow birch",YB,Hardwood,1,NA
1_5227,First,p129,t5413,RS,17.4,I,1,17.8,I,1,18,I,1,NA,10,10,0.05,L,PIRU,"red spruce",RS,Conifer,1,1995
1_5228,First,p129,t5414,SM,16.4,NA,4,16.4,NA,5,13.7,NA,5,NA,10,10,0.05,L,ACSA,"sugar maple",SM,Hardwood,1,NA
1_5229,First,p129,t5415,RS,13.9,I,1,14.4,I,1,14.8,I,2,NA,10,10,0.05,L,PIRU,"red spruce",RS,Conifer,1,1995
1_5230,First,p129,t10437,EH,58.8,D,1,66.4,C,1,70.3,C,1,NA,10,10,0.05,L,TSCA,hemlock,EH,Conifer,0,1995
1_5231,First,p129,t5417,BF,11.3,NA,4,11.3,NA,5,NA,NA,6,NF1,10,10,0.05,L,ABBA,"balsam fir",BF,Conifer,1,NA
1_5232,First,p129,t5418,RS,20.2,S,1,21.2,S,1,22.4,I,1,NA,10,10,0.05,L,PIRU,"red spruce",RS,Conifer,1,1995
1_5233,First,p129,t5419,RS,13.4,S,1,13.9,I,1,14.9,I,1,NA,10,10,0.05,L,PIRU,"red spruce",RS,Conifer,1,1995
1_5234,First,p129,t5420,BF,11,S,1,12.9,S,1,14.5,S,3,NA,10,10,0.05,L,ABBA,"balsam fir",BF,Conifer,1,1995
1_5235,First,p129,t5421,YB,20.9,C,1,22.3,C,1,24.6,C,1,NA,10,10,0.05,L,BEAL,"yellow birch",YB,Hardwood,1,1995
1_5236,First,p129,t5422,YB,34.5,C,1,35.5,C,1,36.1,C,2,NA,10,10,0.05,L,BEAL,"yellow birch",YB,Hardwood,1,1995
1_5237,First,p129,t5423,YB,23.1,C,1,24.9,C,1,27.8,C,1,NA,10,10,0.05,L,BEAL,"yellow birch",YB,Hardwood,1,1995
1_5238,First,p129,t5424,RS,47.6,D,1,51.1,C,1,54.3,D,1,NA,10,10,0.05,L,PIRU,"red spruce",RS,Conifer,1,1995
1_5239,First,p129,t10436,SM,18.2,I,1,19.4,I,1,18.5,I,2,NA,10,10,0.05,L,ACSA,"sugar maple",SM,Hardwood,1,1995
1_5240,First,p129,t5426,YB,24,I,1,25.8,C,1,27,C,1,NA,10,10,0.05,L,BEAL,"yellow birch",YB,Hardwood,1,1995
1_5241,First,p129,t5427,BF,19.8,I,1,22.2,I,1,23.6,NA,4,NA,10,10,0.05,L,ABBA,"balsam fir",BF,Conifer,1,1995
1_5242,First,p129,t5428,YB,37.9,C,1,39.1,C,1,39.9,C,1,NA,10,10,0.05,L,BEAL,"yellow birch",YB,Hardwood,1,1995
1_5243,First,p129,t5429,RS,23.8,NA,4,23.8,NA,6,NA,NA,NA,NA,10,10,0.05,L,PIRU,"red spruce",RS,Conifer,1,NA
1_5244,First,p129,t5430,SM,20,I,1,21,I,1,21.4,I,1,NA,10,10,0.05,L,ACSA,"sugar maple",SM,Hardwood,1,1995
1_5245,First,p129,t5431,YB,31.2,C,1,32.7,C,1,34.3,C,1,NA,10,10,0.05,L,BEAL,"yellow birch",YB,Hardwood,1,1995
1_5246,First,p129,t12943,RS,34.3,C,1,34.8,C,1,40.5,C,1,NA,10,10,0.05,L,PIRU,"red spruce",RS,Conifer,1,1995
1_5247,First,p129,t5433,RS,10.7,I,1,10.7,NA,6,NA,NA,6,NA,10,10,0.05,L,PIRU,"red spruce",RS,Conifer,1,1995
1_5248,Second,p130,t10431,RS,NA,NA,NA,10.5,S,1,12.1,S,1,NA,10,10,0.05,M,PIRU,"red spruce",RS,Conifer,1,2005
1_5249,Second,p130,t10432,RS,NA,NA,NA,10.4,S,1,12.1,S,1,NA,10,10,0.05,M,PIRU,"red spruce",RS,Conifer,1,2005
1_5250,Second,p130,t10433,RS,NA,NA,NA,10,S,1,10.3,S,1,NA,10,10,0.05,M,PIRU,"red spruce",RS,Conifer,1,2005
1_5251,Second,p130,t10434,BF,NA,NA,NA,11.4,S,1,13.5,S,1,NA,10,10,0.05,M,ABBA,"balsam fir",BF,Conifer,1,2005
1_5252,First,p130,t5434,PB,15.5,S,1,15.5,NA,6,NA,NA,NA,NA,10,10,0.05,M,BEPA,"paper birch",PB,Hardwood,0,1995
1_5253,First,p130,t5435,BF,12.4,S,1,15.2,I,1,19.8,I,1,NA,10,10,0.05,M,ABBA,"balsam fir",BF,Conifer,1,1995
1_5254,First,p130,t5436,EH,30.5,I,1,33.5,C,1,38.8,C,1,NA,10,10,0.05,M,TSCA,hemlock,EH,Conifer,0,1995
1_5255,First,p130,t5437,YB,61.8,D,1,62.4,D,1,63.1,I,3,NA,10,10,0.05,M,BEAL,"yellow birch",YB,Hardwood,1,1995
1_5256,First,p130,t5438,RS,15.2,C,1,17.3,I,1,20.8,I,1,NA,10,10,0.05,M,PIRU,"red spruce",RS,Conifer,1,1995
1_5257,First,p130,t5439,YB,20.3,C,1,22,I,1,25.8,C,1,NA,10,10,0.05,M,BEAL,"yellow birch",YB,Hardwood,1,1995
1_5258,First,p130,t5440,RS,19,NA,4,19,NA,6,NA,NA,6,NA,10,10,0.05,M,PIRU,"red spruce",RS,Conifer,1,NA
1_5259,First,p130,t5441,RS,17.8,C,1,17.8,NA,4,NA,NA,6,NF1,10,10,0.05,M,PIRU,"red spruce",RS,Conifer,1,1995
1_5260,First,p130,t5442,YB,20.4,C,1,21.7,C,1,23.8,C,1,NA,10,10,0.05,M,BEAL,"yellow birch",YB,Hardwood,1,1995
1_5261,First,p130,t5443,RS,11,S,1,11.3,S,1,13.4,S,1,NA,10,10,0.05,M,PIRU,"red spruce",RS,Conifer,1,1995
1_5262,First,p130,t5444,YB,39.8,C,1,39.8,NA,5,39.7,NA,5,NA,10,10,0.05,M,BEAL,"yellow birch",YB,Hardwood,1,1995
1_5263,First,p130,t5445,YB,16.6,I,1,17,I,1,18,NA,4,NA,10,10,0.05,M,BEAL,"yellow birch",YB,Hardwood,1,1995
1_5264,First,p130,t5446,RS,14.5,S,1,14.9,S,1,16.1,S,1,NA,10,10,0.05,M,PIRU,"red spruce",RS,Conifer,1,1995
1_5265,First,p130,t5447,RS,17.3,C,1,17.3,NA,4,NA,NA,6,NF1,10,10,0.05,M,PIRU,"red spruce",RS,Conifer,1,1995
1_5266,First,p130,t5448,RS,19.6,I,1,20.1,S,2,20.1,S,1,NA,10,10,0.05,M,PIRU,"red spruce",RS,Conifer,1,1995
1_5267,First,p130,t5449,YB,27.4,C,1,29.8,C,1,31.4,C,1,NA,10,10,0.05,M,BEAL,"yellow birch",YB,Hardwood,1,1995
1_5268,First,p130,t5450,RS,14.2,NA,4,14.2,NA,6,NA,NA,NA,NA,10,10,0.05,M,PIRU,"red spruce",RS,Conifer,1,NA
1_5269,First,p130,t5451,YB,16.4,C,1,17.3,C,1,17.6,I,1,NA,10,10,0.05,M,BEAL,"yellow birch",YB,Hardwood,1,1995
1_5270,First,p130,t5452,YB,26.5,C,1,28.5,C,1,30.7,C,1,NA,10,10,0.05,M,BEAL,"yellow birch",YB,Hardwood,1,1995
1_5271,First,p130,t5453,RM,14.2,I,1,14.5,S,1,15,S,3,NA,10,10,0.05,M,ACRU,"red maple",RM,Hardwood,0,1995
1_5272,First,p130,t5454,YB,11.6,S,1,11.6,NA,4,12.1,NA,5,NA,10,10,0.05,M,BEAL,"yellow birch",YB,Hardwood,1,1995
1_5273,First,p130,t5455,YB,18.5,C,1,19.6,C,1,20.7,C,1,NA,10,10,0.05,M,BEAL,"yellow birch",YB,Hardwood,1,1995
1_5274,First,p130,t5456,RM,26.4,D,1,29.9,D,1,33.2,C,1,NA,10,10,0.05,M,ACRU,"red maple",RM,Hardwood,0,1995
1_5275,First,p130,t5457,BF,11,S,1,14.5,S,1,18.5,I,1,NA,10,10,0.05,M,ABBA,"balsam fir",BF,Conifer,1,1995
1_5276,First,p130,t5458,YB,11.1,NA,4,11.1,NA,5,NA,NA,6,NF2,10,10,0.05,M,BEAL,"yellow birch",YB,Hardwood,1,NA
1_5277,First,p130,t5459,YB,10.7,NA,4,10.7,NA,5,NA,NA,6,NF2,10,10,0.05,M,BEAL,"yellow birch",YB,Hardwood,1,NA
1_5278,First,p130,t5460,RS,14.4,S,1,15.7,I,1,16.7,S,1,NA,10,10,0.05,M,PIRU,"red spruce",RS,Conifer,1,1995
1_5279,First,p130,t5461,RS,20.9,C,1,21.4,C,1,23,C,1,NA,10,10,0.05,M,PIRU,"red spruce",RS,Conifer,1,1995
1_5280,First,p130,t5462,RS,12,S,1,13.6,S,1,15,S,1,NA,10,10,0.05,M,PIRU,"red spruce",RS,Conifer,1,1995
1_5281,First,p130,t5463,YB,19.9,C,1,21.6,C,1,23.8,C,1,NA,10,10,0.05,M,BEAL,"yellow birch",YB,Hardwood,1,1995
1_5282,First,p130,t5464,YB,25.1,C,1,25.1,NA,4,25.5,NA,5,NA,10,10,0.05,M,BEAL,"yellow birch",YB,Hardwood,1,1995
1_5283,First,p130,t5465,YB,25.5,C,1,27.1,C,1,29.7,C,1,NA,10,10,0.05,M,BEAL,"yellow birch",YB,Hardwood,1,1995
1_5284,First,p130,t5466,RS,10.2,S,1,11.2,S,1,11.3,S,1,NA,10,10,0.05,M,PIRU,"red spruce",RS,Conifer,1,1995
1_5285,First,p130,t5467,RS,10.8,NA,4,10.8,NA,6,NA,NA,NA,NA,10,10,0.05,M,PIRU,"red spruce",RS,Conifer,1,NA
1_5286,First,p130,t5468,PB,23.1,C,1,24.1,C,1,24.4,C,2,NA,10,10,0.05,M,BEPA,"paper birch",PB,Hardwood,0,1995
1_5287,First,p130,t5469,PB,19.7,C,1,20.5,C,1,20.6,C,1,NA,10,10,0.05,M,BEPA,"paper birch",PB,Hardwood,0,1995
1_5288,First,p130,t5470,YB,16.7,C,1,15.6,C,1,17.6,C,1,NA,10,10,0.05,M,BEAL,"yellow birch",YB,Hardwood,1,1995
1_5289,First,p130,t5471,RS,14.9,S,1,15.4,S,1,16.5,S,1,NA,10,10,0.05,M,PIRU,"red spruce",RS,Conifer,1,1995
1_5290,First,p130,t5472,RS,15.1,NA,4,15.1,NA,6,NA,NA,NA,NA,10,10,0.05,M,PIRU,"red spruce",RS,Conifer,1,NA
1_5291,First,p130,t5473,YB,30.9,C,1,31.9,C,1,33.5,C,1,NA,10,10,0.05,M,BEAL,"yellow birch",YB,Hardwood,1,1995
1_5292,First,p130,t5474,EH,53.5,D,1,56.6,D,1,60.5,D,1,NA,10,10,0.05,M,TSCA,hemlock,EH,Conifer,0,1995
1_5293,First,p130,t5475,YB,16.2,NA,4,16.2,NA,5,15.7,NA,5,NA,10,10,0.05,M,BEAL,"yellow birch",YB,Hardwood,1,NA
1_5294,First,p130,t5476,YB,16,I,1,16.9,C,1,17.9,C,1,NA,10,10,0.05,M,BEAL,"yellow birch",YB,Hardwood,1,1995
1_5295,First,p130,t5477,RS,12.2,S,1,13,S,1,14.3,I,1,NA,10,10,0.05,M,PIRU,"red spruce",RS,Conifer,1,1995
1_5296,First,p130,t5478,PB,28.5,C,1,28.3,C,1,28.6,NA,5,NA,10,10,0.05,M,BEPA,"paper birch",PB,Hardwood,0,1995
1_5297,First,p130,t5479,BF,17.6,I,1,17.6,NA,5,NA,NA,6,NF2,10,10,0.05,M,ABBA,"balsam fir",BF,Conifer,1,1995
1_5298,First,p130,t5480,BF,17.3,I,1,17.3,NA,4,NA,NA,6,NF1,10,10,0.05,M,ABBA,"balsam fir",BF,Conifer,1,1995
1_5299,First,p130,t5481,EH,13.4,S,1,15.1,S,1,17.2,S,1,NA,10,10,0.05,M,TSCA,hemlock,EH,Conifer,0,1995
1_5300,First,p130,tn001,YB,11.5,NA,5,NA,NA,NA,NA,NA,NA,NA,10,10,0.05,M,BEAL,"yellow birch",YB,Hardwood,1,NA
1_5301,First,p130,tn002,YB,35,NA,5,NA,NA,NA,NA,NA,NA,NA,10,10,0.05,M,BEAL,"yellow birch",YB,Hardwood,1,NA
1_5302,Second,p131,t10430,RS,NA,NA,NA,11,S,1,12.5,I,1,NA,10,10,0.0314,M,PIRU,"red spruce",RS,Conifer,1,2005
1_5303,Second,p131,t10515,RS,13.08482,NA,1,14.2,I,1,17.2,I,1,NA,10,10,0.0314,M,PIRU,"red spruce",RS,Conifer,1,1995
1_5304,Second,p131,t10527,RS,NA,NA,NA,13.2,I,1,14.2,I,1,NA,10,10,0.0314,M,PIRU,"red spruce",RS,Conifer,1,2005
1_5305,First,p131,t6106,RS,17.9,NA,4,17.9,NA,4,NA,NA,6,NF1,10,10,0.0314,M,PIRU,"red spruce",RS,Conifer,1,NA
1_5306,First,p131,t6107,YB,33.7,C,1,36.8,C,1,37.6,C,1,NA,10,10,0.0314,M,BEAL,"yellow birch",YB,Hardwood,1,1995
1_5307,First,p131,t6108,RS,13.4,S,1,13.9,I,1,14.5,S,1,NA,10,10,0.0314,M,PIRU,"red spruce",RS,Conifer,1,1995
1_5308,First,p131,t6109,PB,12.4,NA,4,12.4,NA,5,NA,NA,6,NF2,10,10,0.0314,M,BEPA,"paper birch",PB,Hardwood,0,NA
1_5309,First,p131,t6110,PB,10.8,NA,4,10.8,NA,6,NA,NA,NA,NA,10,10,0.0314,M,BEPA,"paper birch",PB,Hardwood,0,NA
1_5310,First,p131,t6111,PB,17.1,C,1,17.5,C,1,17.6,C,2,NA,10,10,0.0314,M,BEPA,"paper birch",PB,Hardwood,0,1995
1_5311,First,p131,t6112,PB,15.5,C,1,16,C,1,16.4,NA,4,NA,10,10,0.0314,M,BEPA,"paper birch",PB,Hardwood,0,1995
1_5312,First,p131,t6113,RS,10.5,S,1,10.5,NA,4,NA,NA,6,NF1,10,10,0.0314,M,PIRU,"red spruce",RS,Conifer,1,1995
1_5313,First,p131,t6114,RS,13.5,NA,4,13.5,NA,4,12.8,NA,4,NA,10,10,0.0314,M,PIRU,"red spruce",RS,Conifer,1,NA
1_5314,First,p131,t6115,PB,24.8,C,1,26.1,C,1,26.7,I,3,NA,10,10,0.0314,M,BEPA,"paper birch",PB,Hardwood,0,1995
1_5315,First,p131,t6116,RS,20.8,C,1,20.8,NA,5,NA,NA,6,NF2,10,10,0.0314,M,PIRU,"red spruce",RS,Conifer,1,1995
1_5316,First,p131,t6117,PB,14.9,C,1,15.2,S,1,16,NA,5,NA,10,10,0.0314,M,BEPA,"paper birch",PB,Hardwood,0,1995
1_5317,First,p131,t6118,RS,17.4,C,1,17.4,NA,5,NA,NA,6,NF1,10,10,0.0314,M,PIRU,"red spruce",RS,Conifer,1,1995
1_5318,First,p131,t6119,RS,11.1,S,1,11.6,S,1,11.7,NA,4,NA,10,10,0.0314,M,PIRU,"red spruce",RS,Conifer,1,1995
1_5319,First,p131,t6120,PB,26.6,C,1,28.1,C,1,28.7,I,2,NA,10,10,0.0314,M,BEPA,"paper birch",PB,Hardwood,0,1995
1_5320,First,p131,t6121,RS,26.3,C,1,26.3,NA,5,NA,NA,6,NF1,10,10,0.0314,M,PIRU,"red spruce",RS,Conifer,1,1995
1_5321,First,p131,t6122,RS,14.5,NA,4,14.5,NA,6,NA,NA,NA,NA,10,10,0.0314,M,PIRU,"red spruce",RS,Conifer,1,NA
1_5322,First,p131,t6123,RS,18.9,NA,4,18.9,NA,6,NA,NA,NA,NA,10,10,0.0314,M,PIRU,"red spruce",RS,Conifer,1,NA
1_5323,First,p131,t6124,RS,16.8,I,1,17.4,C,1,18.9,I,1,NA,10,10,0.0314,M,PIRU,"red spruce",RS,Conifer,1,1995
1_5324,First,p131,t6125,RS,24.5,C,1,26.2,C,1,28.8,C,1,NA,10,10,0.0314,M,PIRU,"red spruce",RS,Conifer,1,1995
1_5325,First,p131,t6126,RS,25.9,C,1,27.2,C,1,29.4,C,1,NA,10,10,0.0314,M,PIRU,"red spruce",RS,Conifer,1,1995
1_5326,First,p131,t6127,RS,23.2,C,1,24.8,C,1,27.1,C,1,NA,10,10,0.0314,M,PIRU,"red spruce",RS,Conifer,1,1995
1_5327,First,p131,t6128,RS,12.9,NA,4,12.9,NA,4,NA,NA,6,NF1,10,10,0.0314,M,PIRU,"red spruce",RS,Conifer,1,NA
1_5328,First,p131,t6129,YB,12.7,S,1,12.7,NA,5,NA,NA,6,NF1,10,10,0.0314,M,BEAL,"yellow birch",YB,Hardwood,1,1995
1_5329,First,p131,t6130,BF,10.9,S,1,13.6,S,1,17.2,I,1,NA,10,10,0.0314,M,ABBA,"balsam fir",BF,Conifer,1,1995
1_5330,First,p131,t6131,PB,18.4,C,1,19.5,C,1,19.3,NA,4,NA,10,10,0.0314,M,BEPA,"paper birch",PB,Hardwood,0,1995
1_5331,First,p131,t6132,YB,20.7,C,1,21.9,C,1,25.2,C,1,NA,10,10,0.0314,M,BEAL,"yellow birch",YB,Hardwood,1,1995
1_5332,First,p131,t6133,YB,20,C,1,20.6,C,1,21.5,I,1,NA,10,10,0.0314,M,BEAL,"yellow birch",YB,Hardwood,1,1995
