PlotTag,Species4,SppCommon,DBH,CrownStatus,TreeStatus,Year,PlotGrid,UTM.Easting,UTM.Northing,Transect No.,PlotRadiusm,PlotAreaha,SapAreaha,Elevationm,Aspectdeg,Slopeper,FirstMeasured,SecondMeasured,ThirdMeasured,Time9505yr,Time0515yr,ElevB,foresttype
p122,PIRU,red spruce,6.4,NA,1,2005,Core,278000,4868700,780,12.62,0.05,0.005048,530,225,16.73426091,1995,2005,2015,10,10,L,NH.high
p122,PIRU,red spruce,6.5,NA,1,2005,Core,278000,4868700,780,12.62,0.05,0.005048,530,225,16.73426091,1995,2005,2015,10,10,L,NH.high
p122,ABBA,balsam fir,6.7,NA,1,2005,Core,278000,4868700,780,12.62,0.05,0.005048,530,225,16.73426091,1995,2005,2015,10,10,L,NH.high
p122,ABBA,balsam fir,2.2,NA,5,2005,Core,278000,4868700,780,12.62,0.05,0.005048,530,225,16.73426091,1995,2005,2015,10,10,L,NH.high
p122,PIRU,red spruce,4.2,NA,1,2005,Core,278000,4868700,780,12.62,0.05,0.005048,530,225,16.73426091,1995,2005,2015,10,10,L,NH.high
p122,PIRU,red spruce,2,NA,6,2005,Core,278000,4868700,780,12.62,0.05,0.005048,530,225,16.73426091,1995,2005,2015,10,10,L,NH.high
p122,PIRU,red spruce,3,NA,6,2005,Core,278000,4868700,780,12.62,0.05,0.005048,530,225,16.73426091,1995,2005,2015,10,10,L,NH.high
p122,FAGR,beech,3,NA,1,2005,Core,278000,4868700,780,12.62,0.05,0.005048,530,225,16.73426091,1995,2005,2015,10,10,L,NH.high
p122,PIRU,red spruce,4,NA,1,2005,Core,278000,4868700,780,12.62,0.05,0.005048,530,225,16.73426091,1995,2005,2015,10,10,L,NH.high
p122,BEAL,yellow birch,2.5,NA,1,2005,Core,278000,4868700,780,12.62,0.05,0.005048,530,225,16.73426091,1995,2005,2015,10,10,L,NH.high
p122,ACPE,striped maple,4.6,NA,1,2005,Core,278000,4868700,780,12.62,0.05,0.005048,530,225,16.73426091,1995,2005,2015,10,10,L,NH.high
p122,BEAL,yellow birch,3.3,NA,1,2005,Core,278000,4868700,780,12.62,0.05,0.005048,530,225,16.73426091,1995,2005,2015,10,10,L,NH.high
p123,ABBA,balsam fir,9.2,NA,1,2005,Core,278000,4868800,780,12.62,0.05,0.005048,570,193,23.49571074,1995,2005,2015,10,10,L,NH.high
p123,ABBA,balsam fir,3.4,NA,2,2005,Core,278000,4868800,780,12.62,0.05,0.005048,570,193,23.49571074,1995,2005,2015,10,10,L,NH.high
p123,ACSA,sugar maple,8.6,NA,1,2005,Core,278000,4868800,780,12.62,0.05,0.005048,570,193,23.49571074,1995,2005,2015,10,10,L,NH.high
p123,ABBA,balsam fir,4,NA,1,2005,Core,278000,4868800,780,12.62,0.05,0.005048,570,193,23.49571074,1995,2005,2015,10,10,L,NH.high
p123,ABBA,balsam fir,4.2,NA,2,2005,Core,278000,4868800,780,12.62,0.05,0.005048,570,193,23.49571074,1995,2005,2015,10,10,L,NH.high
p123,ABBA,balsam fir,7.3,NA,2,2005,Core,278000,4868800,780,12.62,0.05,0.005048,570,193,23.49571074,1995,2005,2015,10,10,L,NH.high
p123,ABBA,balsam fir,3.7,NA,2,2005,Core,278000,4868800,780,12.62,0.05,0.005048,570,193,23.49571074,1995,2005,2015,10,10,L,NH.high
p124,FAGR,beech,2.9,NA,1,2005,Core,278000,4869000,780,12.62,0.05,0.005048,570,224,24.39791823,1995,2005,2015,10,10,L,NH.wood
p124,FAGR,beech,2.1,NA,1,2005,Core,278000,4869000,780,12.62,0.05,0.005048,570,224,24.39791823,1995,2005,2015,10,10,L,NH.wood
p124,FAGR,beech,3.2,NA,4,2005,Core,278000,4869000,780,12.62,0.05,0.005048,570,224,24.39791823,1995,2005,2015,10,10,L,NH.wood
p124,FAGR,beech,3.5,NA,1,2005,Core,278000,4869000,780,12.62,0.05,0.005048,570,224,24.39791823,1995,2005,2015,10,10,L,NH.wood
p124,FAGR,beech,3,NA,1,2005,Core,278000,4869000,780,12.62,0.05,0.005048,570,224,24.39791823,1995,2005,2015,10,10,L,NH.wood
p124,FAGR,beech,8.2,NA,1,2005,Core,278000,4869000,780,12.62,0.05,0.005048,570,224,24.39791823,1995,2005,2015,10,10,L,NH.wood
p124,FAGR,beech,2.5,NA,1,2005,Core,278000,4869000,780,12.62,0.05,0.005048,570,224,24.39791823,1995,2005,2015,10,10,L,NH.wood
p124,ACSA,sugar maple,7.2,NA,1,2005,Core,278000,4869000,780,12.62,0.05,0.005048,570,224,24.39791823,1995,2005,2015,10,10,L,NH.wood
p125,ABBA,balsam fir,3.5,NA,4,2005,Core,278000,4869100,780,12.62,0.05,0.005048,620,94,14.54881402,1995,2005,2015,10,10,L,NH.high
p125,FAGR,beech,5.1,NA,1,2005,Core,278000,4869100,780,12.62,0.05,0.005048,620,94,14.54881402,1995,2005,2015,10,10,L,NH.high
p125,FAGR,beech,3.5,NA,1,2005,Core,278000,4869100,780,12.62,0.05,0.005048,620,94,14.54881402,1995,2005,2015,10,10,L,NH.high
p125,FAGR,beech,3.9,NA,1,2005,Core,278000,4869100,780,12.62,0.05,0.005048,620,94,14.54881402,1995,2005,2015,10,10,L,NH.high
p125,FAGR,beech,5.8,NA,1,2005,Core,278000,4869100,780,12.62,0.05,0.005048,620,94,14.54881402,1995,2005,2015,10,10,L,NH.high
p125,FAGR,beech,4.1,NA,1,2005,Core,278000,4869100,780,12.62,0.05,0.005048,620,94,14.54881402,1995,2005,2015,10,10,L,NH.high
p125,FAGR,beech,6.6,NA,1,2005,Core,278000,4869100,780,12.62,0.05,0.005048,620,94,14.54881402,1995,2005,2015,10,10,L,NH.high
p125,ABBA,balsam fir,7,NA,1,2005,Core,278000,4869100,780,12.62,0.05,0.005048,620,94,14.54881402,1995,2005,2015,10,10,L,NH.high
p125,FAGR,beech,3.4,NA,1,2005,Core,278000,4869100,780,12.62,0.05,0.005048,620,94,14.54881402,1995,2005,2015,10,10,L,NH.high
p125,FAGR,beech,3,NA,1,2005,Core,278000,4869100,780,12.62,0.05,0.005048,620,94,14.54881402,1995,2005,2015,10,10,L,NH.high
p125,FAGR,beech,4.8,NA,1,2005,Core,278000,4869100,780,12.62,0.05,0.005048,620,94,14.54881402,1995,2005,2015,10,10,L,NH.high
p125,BEAL,yellow birch,8.9,NA,1,2005,Core,278000,4869100,780,12.62,0.05,0.005048,620,94,14.54881402,1995,2005,2015,10,10,L,NH.high
p126,PIRU,red spruce,3.1,NA,1,2005,Core,278000,4869300,780,12.62,0.05,0.005048,590,2,2.754437983,1995,2005,2015,10,10,L,SF.spruce
p126,PIRU,red spruce,3.1,NA,1,2005,Core,278000,4869300,780,12.62,0.05,0.005048,590,2,2.754437983,1995,2005,2015,10,10,L,SF.spruce
p126,PIRU,red spruce,8.7,NA,2,2005,Core,278000,4869300,780,12.62,0.05,0.005048,590,2,2.754437983,1995,2005,2015,10,10,L,SF.spruce
p127,PIRU,red spruce,8.9,NA,1,2005,Core,278000,4869400,780,12.62,0.05,0.005048,575,244,4.735316141,1995,2005,2015,10,10,L,SF.spruce
p128,PIRU,red spruce,7.5,NA,4,2005,Core,278000,4869600,780,12.62,0.05,0.005048,580,NA,2.182007762,1995,2005,2015,10,10,L,SF.spruce
p128,ABBA,balsam fir,5.5,NA,1,2005,Core,278000,4869600,780,12.62,0.05,0.005048,580,NA,2.182007762,1995,2005,2015,10,10,L,SF.spruce
p130,BEAL,yellow birch,7.2,NA,1,2005,Core,278000,4869900,780,12.62,0.05,0.005048,640,195,14.20243077,1995,2005,2015,10,10,M,NH.high
p130,PIRU,red spruce,4.6,NA,1,2005,Core,278000,4869900,780,12.62,0.05,0.005048,640,195,14.20243077,1995,2005,2015,10,10,M,NH.high
p130,BEAL,yellow birch,5.7,NA,1,2005,Core,278000,4869900,780,12.62,0.05,0.005048,640,195,14.20243077,1995,2005,2015,10,10,M,NH.high
p130,BEAL,yellow birch,8.5,NA,1,2005,Core,278000,4869900,780,12.62,0.05,0.005048,640,195,14.20243077,1995,2005,2015,10,10,M,NH.high
p130,PIRU,red spruce,8,NA,1,2005,Core,278000,4869900,780,12.62,0.05,0.005048,640,195,14.20243077,1995,2005,2015,10,10,M,NH.high
p130,PIRU,red spruce,4.6,NA,1,2005,Core,278000,4869900,780,12.62,0.05,0.005048,640,195,14.20243077,1995,2005,2015,10,10,M,NH.high
p130,ABBA,balsam fir,8.5,NA,1,2005,Core,278000,4869900,780,12.62,0.05,0.005048,640,195,14.20243077,1995,2005,2015,10,10,M,NH.high
p130,PIRU,red spruce,8.4,NA,1,2005,Core,278000,4869900,780,12.62,0.05,0.005048,640,195,14.20243077,1995,2005,2015,10,10,M,NH.high
p130,PIRU,red spruce,7.8,NA,1,2005,Core,278000,4869900,780,12.62,0.05,0.005048,640,195,14.20243077,1995,2005,2015,10,10,M,NH.high
p130,PIRU,red spruce,9.1,NA,1,2005,Core,278000,4869900,780,12.62,0.05,0.005048,640,195,14.20243077,1995,2005,2015,10,10,M,NH.high
p130,PIRU,red spruce,6.9,NA,1,2005,Core,278000,4869900,780,12.62,0.05,0.005048,640,195,14.20243077,1995,2005,2015,10,10,M,NH.high
p130,BEAL,yellow birch,9.1,NA,1,2005,Core,278000,4869900,780,12.62,0.05,0.005048,640,195,14.20243077,1995,2005,2015,10,10,M,NH.high
p130,PIRU,red spruce,2.5,NA,1,2005,Core,278000,4869900,780,12.62,0.05,0.005048,640,195,14.20243077,1995,2005,2015,10,10,M,NH.high
p130,ABBA,balsam fir,4.4,NA,1,2005,Core,278000,4869900,780,12.62,0.05,0.005048,640,195,14.20243077,1995,2005,2015,10,10,M,NH.high
p130,PIRU,red spruce,7.5,NA,1,2005,Core,278000,4869900,780,12.62,0.05,0.005048,640,195,14.20243077,1995,2005,2015,10,10,M,NH.high
p130,PIRU,red spruce,4.3,NA,4,2005,Core,278000,4869900,780,12.62,0.05,0.005048,640,195,14.20243077,1995,2005,2015,10,10,M,NH.high
p130,PIRU,red spruce,2.9,NA,1,2005,Core,278000,4869900,780,12.62,0.05,0.005048,640,195,14.20243077,1995,2005,2015,10,10,M,NH.high
p130,PIRU,red spruce,3.2,NA,5,2005,Core,278000,4869900,780,12.62,0.05,0.005048,640,195,14.20243077,1995,2005,2015,10,10,M,NH.high
p130,PIRU,red spruce,2.6,NA,1,2005,Core,278000,4869900,780,12.62,0.05,0.005048,640,195,14.20243077,1995,2005,2015,10,10,M,NH.high
p131,UNKN,unknown,2.4,NA,2,2005,Core,278000,4870000,780,10,0.0314,0.004,690,174,44.17476781,1995,2005,2015,10,10,M,SF.spruce
p132,PIRU,red spruce,3.2,NA,1,2005,Core,278000,4870200,780,12.62,0.05,0.005048,710,66,2.735030826,1995,2005,2015,10,10,M,SF.spruce
p132,PIRU,red spruce,3.7,NA,1,2005,Core,278000,4870200,780,12.62,0.05,0.005048,710,66,2.735030826,1995,2005,2015,10,10,M,SF.spruce
p132,PIRU,red spruce,3,NA,1,2005,Core,278000,4870200,780,12.62,0.05,0.005048,710,66,2.735030826,1995,2005,2015,10,10,M,SF.spruce
p132,PIRU,red spruce,5.1,NA,1,2005,Core,278000,4870200,780,12.62,0.05,0.005048,710,66,2.735030826,1995,2005,2015,10,10,M,SF.spruce
p132,PIRU,red spruce,2.8,NA,1,2005,Core,278000,4870200,780,12.62,0.05,0.005048,710,66,2.735030826,1995,2005,2015,10,10,M,SF.spruce
p132,PIRU,red spruce,6.8,NA,1,2005,Core,278000,4870200,780,12.62,0.05,0.005048,710,66,2.735030826,1995,2005,2015,10,10,M,SF.spruce
p132,PIRU,red spruce,5.4,NA,1,2005,Core,278000,4870200,780,12.62,0.05,0.005048,710,66,2.735030826,1995,2005,2015,10,10,M,SF.spruce
p132,PIRU,red spruce,7.2,NA,1,2005,Core,278000,4870200,780,12.62,0.05,0.005048,710,66,2.735030826,1995,2005,2015,10,10,M,SF.spruce
p132,PIRU,red spruce,8.2,NA,1,2005,Core,278000,4870200,780,12.62,0.05,0.005048,710,66,2.735030826,1995,2005,2015,10,10,M,SF.spruce
p132,PIRU,red spruce,6.1,NA,1,2005,Core,278000,4870200,780,12.62,0.05,0.005048,710,66,2.735030826,1995,2005,2015,10,10,M,SF.spruce
p132,PIRU,red spruce,2.3,NA,1,2005,Core,278000,4870200,780,12.62,0.05,0.005048,710,66,2.735030826,1995,2005,2015,10,10,M,SF.spruce
p132,PIRU,red spruce,3.5,NA,1,2005,Core,278000,4870200,780,12.62,0.05,0.005048,710,66,2.735030826,1995,2005,2015,10,10,M,SF.spruce
p132,PIRU,red spruce,2.7,NA,1,2005,Core,278000,4870200,780,12.62,0.05,0.005048,710,66,2.735030826,1995,2005,2015,10,10,M,SF.spruce
p132,PIRU,red spruce,5.6,NA,1,2005,Core,278000,4870200,780,12.62,0.05,0.005048,710,66,2.735030826,1995,2005,2015,10,10,M,SF.spruce
p133,PIRU,red spruce,6.9,NA,4,2005,Core,278000,4870300,780,12.62,0.05,0.005048,735,160,19.53867626,1995,2005,2015,10,10,H,NH.high
p133,PIRU,red spruce,3.6,NA,4,2005,Core,278000,4870300,780,12.62,0.05,0.005048,735,160,19.53867626,1995,2005,2015,10,10,H,NH.high
p133,PIRU,red spruce,2.5,NA,1,2005,Core,278000,4870300,780,12.62,0.05,0.005048,735,160,19.53867626,1995,2005,2015,10,10,H,NH.high
p133,BEAL,yellow birch,7.2,NA,1,2005,Core,278000,4870300,780,12.62,0.05,0.005048,735,160,19.53867626,1995,2005,2015,10,10,H,NH.high
p136,BEAL,yellow birch,6.2,NA,1,2005,Core,278000,4870800,780,12.62,0.05,0.005048,775,80,7.870170682,1995,2005,2015,10,10,H,SF.spruce
p136,PIRU,red spruce,6.6,NA,2,2005,Core,278000,4870800,780,12.62,0.05,0.005048,775,80,7.870170682,1995,2005,2015,10,10,H,SF.spruce
p137,ABBA,balsam fir,3.4,NA,5,2005,Core,278000,4870900,780,12.62,0.05,0.005048,770,76,5.980017598,1995,2005,2015,10,10,H,SF.spruce
p137,ABBA,balsam fir,6.3,NA,1,2005,Core,278000,4870900,780,12.62,0.05,0.005048,770,76,5.980017598,1995,2005,2015,10,10,H,SF.spruce
p137,PIRU,red spruce,5,NA,1,2005,Core,278000,4870900,780,12.62,0.05,0.005048,770,76,5.980017598,1995,2005,2015,10,10,H,SF.spruce
p137,PIRU,red spruce,3.2,NA,1,2005,Core,278000,4870900,780,12.62,0.05,0.005048,770,76,5.980017598,1995,2005,2015,10,10,H,SF.spruce
p137,PIRU,red spruce,2.5,NA,1,2005,Core,278000,4870900,780,12.62,0.05,0.005048,770,76,5.980017598,1995,2005,2015,10,10,H,SF.spruce
p138,FAGR,beech,6.1,NA,5,2005,Core,278000,4868200,780,12.62,0.05,0.005048,550,12,16.31589595,1995,2005,2015,10,10,L,NH.wood
p138,FAGR,beech,2.3,NA,1,2005,Core,278000,4868200,780,12.62,0.05,0.005048,550,12,16.31589595,1995,2005,2015,10,10,L,NH.wood
p138,FAGR,beech,3.9,NA,1,2005,Core,278000,4868200,780,12.62,0.05,0.005048,550,12,16.31589595,1995,2005,2015,10,10,L,NH.wood
p138,FAGR,beech,2.7,NA,1,2005,Core,278000,4868200,780,12.62,0.05,0.005048,550,12,16.31589595,1995,2005,2015,10,10,L,NH.wood
p138,FAGR,beech,3.3,NA,1,2005,Core,278000,4868200,780,12.62,0.05,0.005048,550,12,16.31589595,1995,2005,2015,10,10,L,NH.wood
p138,FAGR,beech,2.9,NA,1,2005,Core,278000,4868200,780,12.62,0.05,0.005048,550,12,16.31589595,1995,2005,2015,10,10,L,NH.wood
p138,FAGR,beech,6,NA,5,2005,Core,278000,4868200,780,12.62,0.05,0.005048,550,12,16.31589595,1995,2005,2015,10,10,L,NH.wood
p138,FAGR,beech,2.1,NA,1,2005,Core,278000,4868200,780,12.62,0.05,0.005048,550,12,16.31589595,1995,2005,2015,10,10,L,NH.wood
p138,FAGR,beech,2,NA,1,2005,Core,278000,4868200,780,12.62,0.05,0.005048,550,12,16.31589595,1995,2005,2015,10,10,L,NH.wood
p138,FAGR,beech,2.3,NA,1,2005,Core,278000,4868200,780,12.62,0.05,0.005048,550,12,16.31589595,1995,2005,2015,10,10,L,NH.wood
p138,FAGR,beech,4.2,NA,1,2005,Core,278000,4868200,780,12.62,0.05,0.005048,550,12,16.31589595,1995,2005,2015,10,10,L,NH.wood
p138,FAGR,beech,2.5,NA,1,2005,Core,278000,4868200,780,12.62,0.05,0.005048,550,12,16.31589595,1995,2005,2015,10,10,L,NH.wood
p138,FAGR,beech,4.7,NA,1,2005,Core,278000,4868200,780,12.62,0.05,0.005048,550,12,16.31589595,1995,2005,2015,10,10,L,NH.wood
p139,ACPE,striped maple,5.2,NA,5,2005,Core,278000,4868100,780,12.62,0.05,0.005048,570,0,16.73426091,1995,2005,2015,10,10,L,NH.wood
p139,PIRU,red spruce,2.4,NA,1,2005,Core,278000,4868100,780,12.62,0.05,0.005048,570,0,16.73426091,1995,2005,2015,10,10,L,NH.wood
p139,FAGR,beech,2.1,NA,1,2005,Core,278000,4868100,780,12.62,0.05,0.005048,570,0,16.73426091,1995,2005,2015,10,10,L,NH.wood
p139,FAGR,beech,6.2,NA,2,2005,Core,278000,4868100,780,12.62,0.05,0.005048,570,0,16.73426091,1995,2005,2015,10,10,L,NH.wood
p139,FAGR,beech,4.1,NA,1,2005,Core,278000,4868100,780,12.62,0.05,0.005048,570,0,16.73426091,1995,2005,2015,10,10,L,NH.wood
p139,FAGR,beech,9.2,NA,1,2005,Core,278000,4868100,780,12.62,0.05,0.005048,570,0,16.73426091,1995,2005,2015,10,10,L,NH.wood
p140,PIRU,red spruce,5,NA,1,2005,Core,278000,4867900,780,12.62,0.05,0.005048,600,0,8.748866353,1995,2005,2015,10,10,L,NH.high
p140,BEAL,yellow birch,9.6,NA,1,2005,Core,278000,4867900,780,12.62,0.05,0.005048,600,0,8.748866353,1995,2005,2015,10,10,L,NH.high
p140,ACSA,sugar maple,2.6,NA,3,2005,Core,278000,4867900,780,12.62,0.05,0.005048,600,0,8.748866353,1995,2005,2015,10,10,L,NH.high
p140,ACSA,sugar maple,3.9,NA,1,2005,Core,278000,4867900,780,12.62,0.05,0.005048,600,0,8.748866353,1995,2005,2015,10,10,L,NH.high
p140,FAGR,beech,3.2,NA,1,2005,Core,278000,4867900,780,12.62,0.05,0.005048,600,0,8.748866353,1995,2005,2015,10,10,L,NH.high
p140,FAGR,beech,3.8,NA,1,2005,Core,278000,4867900,780,12.62,0.05,0.005048,600,0,8.748866353,1995,2005,2015,10,10,L,NH.high
p140,FAGR,beech,2.2,NA,5,2005,Core,278000,4867900,780,12.62,0.05,0.005048,600,0,8.748866353,1995,2005,2015,10,10,L,NH.high
p141,ACPE,striped maple,8.8,NA,1,2005,Core,278000,4867800,780,12.62,0.05,0.005048,610,307,9.726775722,1995,2005,2015,10,10,L,NH.high
p141,PIRU,red spruce,3.3,NA,1,2005,Core,278000,4867800,780,12.62,0.05,0.005048,610,307,9.726775722,1995,2005,2015,10,10,L,NH.high
p141,ACSA,sugar maple,3.6,NA,1,2005,Core,278000,4867800,780,12.62,0.05,0.005048,610,307,9.726775722,1995,2005,2015,10,10,L,NH.high
p141,ACSA,sugar maple,2.5,NA,2,2005,Core,278000,4867800,780,12.62,0.05,0.005048,610,307,9.726775722,1995,2005,2015,10,10,L,NH.high
p141,ACSA,sugar maple,6.3,NA,1,2005,Core,278000,4867800,780,12.62,0.05,0.005048,610,307,9.726775722,1995,2005,2015,10,10,L,NH.high
p141,ACSA,sugar maple,9.7,NA,1,2005,Core,278000,4867800,780,12.62,0.05,0.005048,610,307,9.726775722,1995,2005,2015,10,10,L,NH.high
p142,ACSA,sugar maple,7.6,NA,1,2005,Core,278000,4867600,780,12.62,0.05,0.005048,610,295,15.63971461,1995,2005,2015,10,10,L,NH.wood
p142,FAGR,beech,3.2,NA,1,2005,Core,278000,4867600,780,12.62,0.05,0.005048,610,295,15.63971461,1995,2005,2015,10,10,L,NH.wood
p142,ACSA,sugar maple,6,NA,1,2005,Core,278000,4867600,780,12.62,0.05,0.005048,610,295,15.63971461,1995,2005,2015,10,10,L,NH.wood
p142,FAGR,beech,2.4,NA,4,2005,Core,278000,4867600,780,12.62,0.05,0.005048,610,295,15.63971461,1995,2005,2015,10,10,L,NH.wood
p142,PIRU,red spruce,2.3,NA,1,2005,Core,278000,4867600,780,12.62,0.05,0.005048,610,295,15.63971461,1995,2005,2015,10,10,L,NH.wood
p142,ACSA,sugar maple,4.5,NA,1,2005,Core,278000,4867600,780,12.62,0.05,0.005048,610,295,15.63971461,1995,2005,2015,10,10,L,NH.wood
p142,ACPE,striped maple,8.7,NA,1,2005,Core,278000,4867600,780,12.62,0.05,0.005048,610,295,15.63971461,1995,2005,2015,10,10,L,NH.wood
p142,ABBA,balsam fir,2.2,NA,3,2005,Core,278000,4867600,780,12.62,0.05,0.005048,610,295,15.63971461,1995,2005,2015,10,10,L,NH.wood
p143,ABBA,balsam fir,2,NA,3,2005,Core,278000,4867500,780,12.62,0.05,0.005048,630,306,11.04010278,1995,2005,2015,10,10,M,NH.wood
p143,PIRU,red spruce,6.5,NA,1,2005,Core,278000,4867500,780,12.62,0.05,0.005048,630,306,11.04010278,1995,2005,2015,10,10,M,NH.wood
p143,ACPE,striped maple,6.7,NA,1,2005,Core,278000,4867500,780,12.62,0.05,0.005048,630,306,11.04010278,1995,2005,2015,10,10,M,NH.wood
p144,ACSA,sugar maple,6.4,NA,1,2005,Core,278000,4867300,780,12.62,0.05,0.005048,660,312,17.99283993,1995,2005,2015,10,10,M,NH.wood
p144,FAGR,beech,3.1,NA,1,2005,Core,278000,4867300,780,12.62,0.05,0.005048,660,312,17.99283993,1995,2005,2015,10,10,M,NH.wood
p144,FAGR,beech,2.4,NA,1,2005,Core,278000,4867300,780,12.62,0.05,0.005048,660,312,17.99283993,1995,2005,2015,10,10,M,NH.wood
p144,ACSA,sugar maple,6.2,NA,1,2005,Core,278000,4867300,780,12.62,0.05,0.005048,660,312,17.99283993,1995,2005,2015,10,10,M,NH.wood
p145,FAGR,beech,5.3,NA,1,2005,Core,278000,4867200,780,12.62,0.05,0.005048,690,319,15.43117838,1995,2005,2015,10,10,M,SF.spruce
p145,FAGR,beech,2.4,NA,1,2005,Core,278000,4867200,780,12.62,0.05,0.005048,690,319,15.43117838,1995,2005,2015,10,10,M,SF.spruce
p145,FAGR,beech,3.5,NA,1,2005,Core,278000,4867200,780,12.62,0.05,0.005048,690,319,15.43117838,1995,2005,2015,10,10,M,SF.spruce
p145,FAGR,beech,2.6,NA,1,2005,Core,278000,4867200,780,12.62,0.05,0.005048,690,319,15.43117838,1995,2005,2015,10,10,M,SF.spruce
p145,FAGR,beech,2.6,NA,1,2005,Core,278000,4867200,780,12.62,0.05,0.005048,690,319,15.43117838,1995,2005,2015,10,10,M,SF.spruce
p145,FAGR,beech,4,NA,1,2005,Core,278000,4867200,780,12.62,0.05,0.005048,690,319,15.43117838,1995,2005,2015,10,10,M,SF.spruce
p145,ACSP,mountain maple,5.8,NA,1,2005,Core,278000,4867200,780,12.62,0.05,0.005048,690,319,15.43117838,1995,2005,2015,10,10,M,SF.spruce
p146,PIRU,red spruce,2.8,NA,1,2005,Core,278000,4867000,780,12.62,0.05,0.005048,710,308,10.70653149,1995,2005,2015,10,10,M,NH.wood
p146,ACPE,striped maple,5.4,NA,1,2005,Core,278000,4867000,780,12.62,0.05,0.005048,710,308,10.70653149,1995,2005,2015,10,10,M,NH.wood
p146,ACPE,striped maple,9.3,NA,1,2005,Core,278000,4867000,780,12.62,0.05,0.005048,710,308,10.70653149,1995,2005,2015,10,10,M,NH.wood
p146,PIRU,red spruce,5,NA,1,2005,Core,278000,4867000,780,12.62,0.05,0.005048,710,308,10.70653149,1995,2005,2015,10,10,M,NH.wood
p146,PIRU,red spruce,2.5,NA,1,2005,Core,278000,4867000,780,12.62,0.05,0.005048,710,308,10.70653149,1995,2005,2015,10,10,M,NH.wood
p146,BEAL,yellow birch,3.4,NA,1,2005,Core,278000,4867000,780,12.62,0.05,0.005048,710,308,10.70653149,1995,2005,2015,10,10,M,NH.wood
p146,FAGR,beech,4.5,NA,1,2005,Core,278000,4867000,780,12.62,0.05,0.005048,710,308,10.70653149,1995,2005,2015,10,10,M,NH.wood
p146,FAGR,beech,5,NA,1,2005,Core,278000,4867000,780,12.62,0.05,0.005048,710,308,10.70653149,1995,2005,2015,10,10,M,NH.wood
p147,ACPE,striped maple,2.7,NA,1,2005,Core,278000,4866900,780,12.62,0.05,0.005048,705,350,18.33338939,1995,2005,2015,10,10,M,NH.high
p147,ABBA,balsam fir,3.1,NA,5,2005,Core,278000,4866900,780,12.62,0.05,0.005048,705,350,18.33338939,1995,2005,2015,10,10,M,NH.high
p147,ACPE,striped maple,3.1,NA,1,2005,Core,278000,4866900,780,12.62,0.05,0.005048,705,350,18.33338939,1995,2005,2015,10,10,M,NH.high
p147,PIRU,red spruce,2.2,NA,1,2005,Core,278000,4866900,780,12.62,0.05,0.005048,705,350,18.33338939,1995,2005,2015,10,10,M,NH.high
p147,ACSA,sugar maple,9.3,NA,1,2005,Core,278000,4866900,780,12.62,0.05,0.005048,705,350,18.33338939,1995,2005,2015,10,10,M,NH.high
p147,PIRU,red spruce,2.1,NA,1,2005,Core,278000,4866900,780,12.62,0.05,0.005048,705,350,18.33338939,1995,2005,2015,10,10,M,NH.high
p147,ACPE,striped maple,2.3,NA,1,2005,Core,278000,4866900,780,12.62,0.05,0.005048,705,350,18.33338939,1995,2005,2015,10,10,M,NH.high
p148,ACSA,sugar maple,9.8,NA,4,2005,Core,278000,4866700,780,12.62,0.05,0.005048,740,0,26.79491924,1995,2005,2015,10,10,H,NH.wood
p148,PIRU,red spruce,8.6,NA,1,2005,Core,278000,4866700,780,12.62,0.05,0.005048,740,0,26.79491924,1995,2005,2015,10,10,H,NH.wood
p148,ABBA,balsam fir,3.2,NA,4,2005,Core,278000,4866700,780,12.62,0.05,0.005048,740,0,26.79491924,1995,2005,2015,10,10,H,NH.wood
p148,ABBA,balsam fir,7.2,NA,4,2005,Core,278000,4866700,780,12.62,0.05,0.005048,740,0,26.79491924,1995,2005,2015,10,10,H,NH.wood
p148,ABBA,balsam fir,2,NA,4,2005,Core,278000,4866700,780,12.62,0.05,0.005048,740,0,26.79491924,1995,2005,2015,10,10,H,NH.wood
p149,ABBA,balsam fir,8.5,NA,1,2005,Core,278000,4866600,780,12.62,0.05,0.005048,750,349,26.13089902,1995,2005,2015,10,10,H,SF.firbirch
p149,ACPE,striped maple,3.5,NA,1,2005,Core,278000,4866600,780,12.62,0.05,0.005048,750,349,26.13089902,1995,2005,2015,10,10,H,SF.firbirch
p149,PIRU,red spruce,2.5,NA,1,2005,Core,278000,4866600,780,12.62,0.05,0.005048,750,349,26.13089902,1995,2005,2015,10,10,H,SF.firbirch
p149,ABBA,balsam fir,6.7,NA,1,2005,Core,278000,4866600,780,12.62,0.05,0.005048,750,349,26.13089902,1995,2005,2015,10,10,H,SF.firbirch
p149,PIRU,red spruce,2.1,NA,1,2005,Core,278000,4866600,780,12.62,0.05,0.005048,750,349,26.13089902,1995,2005,2015,10,10,H,SF.firbirch
p149,PIRU,red spruce,8.1,NA,1,2005,Core,278000,4866600,780,12.62,0.05,0.005048,750,349,26.13089902,1995,2005,2015,10,10,H,SF.firbirch
p149,PIRU,red spruce,3.5,NA,1,2005,Core,278000,4866600,780,12.62,0.05,0.005048,750,349,26.13089902,1995,2005,2015,10,10,H,SF.firbirch
p149,PIRU,red spruce,7.9,NA,1,2005,Core,278000,4866600,780,12.62,0.05,0.005048,750,349,26.13089902,1995,2005,2015,10,10,H,SF.firbirch
